strategy,dimension,value,net_winning_payout_reduction,selections,events,wins,losses,risk_units,profit_units,roi,roi_ci_95_lower,roi_ci_95_upper,bootstrap_samples,event_close_drawdown_units,source_fight_id_order_drawdown_units,mean_estimated_return_before_stress,mean_selected_win_probability,observed_win_rate,underdog_bets,median_decimal_odds
fixed_50_50_logit_blend,quote_age_band,over_1_to_6h,0.02,235,136,82,153,235.0,-34.81095140000001,-0.14813170808510642,-0.2972437680174595,0.011092319965223411,10000,46.6262828,46.6262828,0.2092240082747663,0.4361271486016374,0.34893617021276596,183,2.7
fixed_50_50_logit_blend,quote_age_band,over_1_to_6h,0.05,235,136,82,153,235.0,-38.42898350000001,-0.16352758936170217,-0.30967591716535936,-0.007562344457233352,10000,48.872417,48.872417,0.2092240082747663,0.4361271486016374,0.34893617021276596,183,2.7
fixed_50_50_logit_blend,quote_age_band,over_6_to_12h,0.0,196,121,70,126,196.0,-7.1564600000000045,-0.036512551020408186,-0.2350857289421004,0.16958315863881776,10000,25.26695,25.26695,0.2132787651300208,0.4129064761550993,0.35714285714285715,162,2.95
fixed_50_50_logit_blend,quote_age_band,over_6_to_12h,0.02,196,121,70,126,196.0,-9.533330800000012,-0.04863944285714292,-0.24440915295272564,0.15441247196922148,10000,25.661611,25.661611,0.2132787651300208,0.4129064761550993,0.35714285714285715,162,2.95
fixed_50_50_logit_blend,quote_age_band,over_6_to_12h,0.05,196,121,70,126,196.0,-13.098637000000005,-0.06682978061224493,-0.25861449475738507,0.13179534293211925,10000,26.2536025,26.253602500000003,0.2132787651300208,0.4129064761550993,0.35714285714285715,162,2.95
fixed_50_50_logit_blend,threshold_selection_status,fallback_5_percent_insufficient_history,0.0,119,39,41,78,119.0,-11.543170000000002,-0.09700142857142859,-0.33725594707207207,0.13551494975490194,10000,14.70301,15.81301,0.20838912008534535,0.4396917483835296,0.3445378151260504,94,2.76
fixed_50_50_logit_blend,threshold_selection_status,fallback_5_percent_insufficient_history,0.02,119,39,41,78,119.0,-12.872306599999998,-0.10817064369747897,-0.3454402736860445,0.12123357190394489,10000,15.6298174,16.637617400000003,0.20838912008534535,0.4396917483835296,0.3445378151260504,94,2.76
fixed_50_50_logit_blend,threshold_selection_status,fallback_5_percent_insufficient_history,0.05,119,39,41,78,119.0,-14.8660115,-0.12492446638655463,-0.3575747163888889,0.09990161214114804,10000,17.2635985,18.11809850000001,0.20838912008534535,0.4396917483835296,0.3445378151260504,94,2.76
fixed_50_50_logit_blend,threshold_selection_status,fallback_5_percent_no_profitable_earlier_threshold,0.0,350,101,120,230,350.0,-41.70742,-0.11916405714285715,-0.25740029530048086,0.02227475663343452,10000,54.687430000000006,56.40186000000002,0.23675549950346944,0.42005381104216255,0.34285714285714286,286,2.95
fixed_50_50_logit_blend,threshold_selection_status,fallback_5_percent_no_profitable_earlier_threshold,0.02,350,101,120,230,350.0,-45.473271600000004,-0.12992363314285715,-0.26634091017530825,0.009812074284731428,10000,57.81368140000001,59.75382280000001,0.23675549950346944,0.42005381104216255,0.34285714285714286,286,2.95
