date,event_id,fight_id,fighter_id,opponent_id,fighter,opponent,target,evaluation_year,training_start,training_through,selected_c,calibration_slope,current_82_probability,robust_82_probability,correlation_pruned_probability,selected_baseline_probability,selected_plus_derived_probability,elastic_full_pool_probability,svd_full_pool_probability
2022-02-19,77940e45bc86208e,f7865e5a6d009a87,5444c5a201d3ee5a,c21f26bbde777573,Jamahal Hill,Johnny Walker,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.53235753064908,0.525930292129056,0.495063722081856,0.523837496892654,0.534401762238359,0.517369731951009,0.507236000176499
2022-02-26,f6a7b02c42e9fc5b,01468f766dd7385c,4dcfb28c011c11b2,67f272324a030d00,Wellington Turman,Misha Cirkunov,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.379267171333839,0.369097040115626,0.392218742301766,0.389137860546159,0.367232866593617,0.408236374597644,0.423765658468465
2022-02-26,f6a7b02c42e9fc5b,181ceedcacc01d48,798e48f9e7f6ba22,dc7927cd622676a7,Carlos Hernandez,Victor Altamirano,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.510673105588553,0.507275297437425,0.504637895144985,0.512106294882411,0.512346125312223,0.511948040800503,0.503954129659246
2022-02-26,f6a7b02c42e9fc5b,2f4d42e0b9696f71,275aca31f61ba28c,887961364be5ceb3,Islam Makhachev,King Green,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.791494530328016,0.793824564170136,0.779916894337849,0.803188189700262,0.821834408394914,0.807429082329621,0.794144049666541
2022-02-26,f6a7b02c42e9fc5b,61a20ff34b6948ba,a13d755965a4ec9f,e4a47b07044ddd72,Rongzhu,Ignacio Bahamondes,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.435802947475406,0.428727654556218,0.420536593200007,0.441069751317505,0.456904729396901,0.446915747088333,0.475403683256051
2022-02-26,f6a7b02c42e9fc5b,84d633d4a9fbf331,369ea36e450ae62a,d1c65d2cf2925ddd,Armen Petrosyan,Gregory Rodrigues,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.252545685036395,0.253943132186427,0.268560440996736,0.237763560491622,0.291582301771628,0.314111340711904,0.328438612709453
2022-02-26,f6a7b02c42e9fc5b,8515f07911765f89,58bbef3770bb2dfc,eae48ff31db420c2,Joel Alvarez,Arman Tsarukyan,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.265102269984591,0.259488978108478,0.2604707649866,0.266084778342464,0.281453715980131,0.289228532386206,0.331991535404091
2022-02-26,f6a7b02c42e9fc5b,901e62b7af57f559,80daefbed11ce998,f2477cf43c4975cc,Alejandro Perez,Jonathan Martinez,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.444852483201194,0.450770841314881,0.427049215301724,0.427817126188597,0.433577160341134,0.418777665871655,0.428619319045334
2022-02-26,f6a7b02c42e9fc5b,c4eb14c3de579842,a20f234df70f2182,b1e5bcaad32a3cac,Ji Yeon Kim,Priscila Cachoeira,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.645541450989863,0.644159480484426,0.651783339010624,0.672862399357338,0.723250863703805,0.667488965955365,0.690129246580324
2022-02-26,f6a7b02c42e9fc5b,c5d5fcf290cc029e,3d074044a33825e7,ce175eaafe867d1f,Ramiz Brahimaj,Micheal Gillmore,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.547498477701356,0.53425798453019,0.512050281060164,0.571387469651438,0.544519276668462,0.519434088223152,0.575500286962376
2022-02-26,f6a7b02c42e9fc5b,cb1f27818d46af0e,1e4f273069fb9e85,809bd1a871491508,Fares Ziam,Terrance McKinney,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.543749256085491,0.546269704615993,0.51993084267838,0.546377273751762,0.56928630656821,0.540134552668505,0.551743438260771
2022-02-26,f6a7b02c42e9fc5b,f087a10a6f2bcc99,3eb4dc9a7d4ac906,68d35296f566792b,Ramona Pascual,Josiane Nunes,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.315888758122151,0.315089201677466,0.317245385526539,0.294011740443038,0.298880722541348,0.316797426057132,0.319302254227077
2022-03-05,75e0d3cc2262b732,36d9337a27b71ba9,207773daeb4afa7b,5b86d491d63890c5,Devonte Smith,Ludovit Klein,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.487118018531474,0.482382190635697,0.496150522862833,0.495293969866295,0.541266508944413,0.537940716305735,0.528890003753073
2022-03-05,75e0d3cc2262b732,43b43c5d439b2f98,3a46b268013afede,57b10fca4f9c9a7a,Kevin Holland,Alex Oliveira,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.794720556012748,0.788516155121578,0.766780306405297,0.800483713253622,0.791921830212118,0.757610546614552,0.791308826676836
2022-03-05,75e0d3cc2262b732,59d44b6888885500,2b6fc1c02736833d,7be14eaed4c74856,Umar Nurmagomedov,Brian Kelleher,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.751354072370157,0.765272048153856,0.792071037874864,0.732572668088702,0.731054807454756,0.706105327396273,0.647575344447941
2022-03-05,75e0d3cc2262b732,838bb84a5a976a9c,6a2f7c151031653d,b6452706b373eea1,Rafael Dos Anjos,Renato Moicano,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.480432817613439,0.490114197112993,0.524943511221995,0.486774341960611,0.447919838567005,0.522435565151505,0.457624662520596
2022-03-05,75e0d3cc2262b732,9321b3c90ea5ca6c,c41d426cc7326d1b,cd2c4d30c6e13b47,Yan Xiaonan,Marina Rodriguez,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.306697087260719,0.29661152802514,0.289195932582933,0.312156488678962,0.31517308001629,0.316304082422101,0.356997532989498
2022-03-05,75e0d3cc2262b732,abd45edc07a8d9e3,64a50dad704d1d49,d9c6f19f958643e9,Edson Barboza,Bryce Mitchell,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.363664697535152,0.384481932637277,0.407248178332617,0.356087886521014,0.349504086604018,0.375563174614782,0.381823103706228
2022-03-05,75e0d3cc2262b732,c420c376cc1d149c,c96d9178c9ed9e62,f00ac08ab056af5d,Tim Elliott,Tagir Ulanbekov,1,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.388286820087671,0.40114755849999,0.417479328225023,0.401454692176731,0.379603306575436,0.396975420904366,0.362584542511077
2022-03-05,75e0d3cc2262b732,c6fc43c351b08bda,a08ddd04eaffd81d,b4192a975027aab6,Mariya Agapova,Maryna Moroz,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.644015524371481,0.643581038786485,0.629942774817928,0.674937451196905,0.688705812468914,0.656611952380786,0.645190534431603
2022-03-05,75e0d3cc2262b732,cda06ff86cfe4f5f,85073dbd1be65ed9,e2f6b2769aaedd6c,Greg Hardy,Serghei Spivac,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.410261689959495,0.420791539644327,0.426235233933482,0.389907439276592,0.421456366028353,0.422279804879772,0.418825751925332
2022-03-05,75e0d3cc2262b732,d03d0abf331df751,47b9e0e7703a4868,dc9572dd6ec74859,Jorge Masvidal,Colby Covington,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.334028240354989,0.346688723691783,0.383355846504823,0.339989504229224,0.349610699441281,0.356081886683381,0.350665786407631
2022-03-05,75e0d3cc2262b732,d5323490163dde0e,0d65c432720accb9,e4277e87a789d687,Michal Oleksiejczuk,Dustin Jacoby,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.634474028008361,0.639689489126037,0.63000306700397,0.666562807743798,0.647485343130231,0.634943377629262,0.604583205330528
2022-03-05,75e0d3cc2262b732,ee278a5a25744cac,8667caa0451d245b,8c57c7b8c3bab0eb,Kennedy Nzechukwu,Nicolae Negumereanu,0,2022,2012-01-14,2021-12-18,0.003,1.13990173070693,0.701518924822548,0.704717318353962,0.699409674939864,0.704764997840779,0.727514610754131,0.735509896713144,0.754172284613544
