date,event_id,fight_id,fighter_id,opponent_id,fighter,opponent,target,current_logistic_probability,division,division_group,group_model_probability,group_model_status,global_only_probability,shared_pooling_weight_probability,group_specific_pooling_weights_probability,fully_separate_groups_probability
2023-10-07,c8a49ff2acb6f3c5,eb7b0a6f06dbdb4f,48812daf291a4e23,6e9f40c706f91f32,Mateus Mendonca,Nate Maness,0,0.643531377344388,Flyweight,mens_below_welterweight,0.672248969597685,separate_group_model,0.643531377344388,0.658034955407256,0.650818066121751,0.672248969597685
2023-10-07,c8a49ff2acb6f3c5,b6a6ba08898f3b6a,d7c3816669784109,d7e40dca3ae125be,Karolina Kowalkiewicz,Diana Belbita,1,0.50089583929646,Women's Strawweight,womens_all,0.49468874763311,separate_group_model,0.50089583929646,0.497792208401361,0.497792208401361,0.49468874763311
2023-10-07,c8a49ff2acb6f3c5,b638646fb297228d,262a7d06203657e6,9abc648e76c4493a,Alexander Hernandez,Bill Algeo,0,0.55615740977284,Featherweight,mens_below_welterweight,0.608930396664599,separate_group_model,0.55615740977284,0.582780925464377,0.569519414444451,0.608930396664599
2023-10-07,c8a49ff2acb6f3c5,68095e551ff6bbfd,519e4fe37ce9ff75,814ff3018127e8fc,Drew Dober,Ricky Glenn,1,0.619791441779473,Lightweight,mens_below_welterweight,0.711772980680006,separate_group_model,0.619791441779473,0.667375102629709,0.643938548798792,0.711772980680006
2023-10-07,c8a49ff2acb6f3c5,eb76a5b76a68e4c4,b9437600497350f3,cdb96af67d096b1e,Joaquin Buckley,Alex Morono,1,0.50611307433847,Welterweight,mens_welter_to_middle,0.531888870810834,separate_group_model,0.50611307433847,0.519013623349637,0.50611307433847,0.531888870810834
2023-10-07,c8a49ff2acb6f3c5,e966de63c8e6b1d5,c1085e1701b13eca,eae431e70064e046,Joe Pyfer,Abdul Razak Alhassan,1,0.700946031551174,Middleweight,mens_welter_to_middle,0.733906131683522,separate_group_model,0.700946031551174,0.71771784969742,0.700946031551174,0.733906131683522
2023-10-07,c8a49ff2acb6f3c5,1aa4c2fa5ffaff00,887961364be5ceb3,99bd51917728c25d,King Green,Grant Dawson,1,0.270636929919632,Lightweight,mens_below_welterweight,0.228117629497925,separate_group_model,0.270636929919632,0.248770182866566,0.259554028060593,0.228117629497925
2023-10-14,f3a078277b3b8ff4,85a130a4b655c8f5,02f8fedc18cbd26c,b4c6c904a9ffc5e8,Emily Ducote,Ashley Yoder,1,0.750485607000615,Women's Strawweight,womens_all,0.628372408740373,separate_group_model,0.750485607000615,0.692795733240952,0.692795733240952,0.628372408740373
2023-10-14,f3a078277b3b8ff4,a74a8c1e0a49070d,1897b7b913736a7c,45f0cc9d18f35137,Alatengheili,Chris Gutierrez,0,0.375062154907567,Bantamweight,mens_below_welterweight,0.37417082858141,separate_group_model,0.375062154907567,0.374616385447497,0.374839243644185,0.37417082858141
2023-10-14,f3a078277b3b8ff4,1ba282da76ca82ad,103e2e33a60683e1,bd532e9a2b93870c,Irina Alekseeva,Melissa Mullins,0,0.63926429576951,Women's Bantamweight,womens_all,0.552964821319783,separate_group_model,0.63926429576951,0.596863866101613,0.596863866101613,0.552964821319783
2023-10-14,f3a078277b3b8ff4,7f7d2abc21f171ca,809bd1a871491508,d7fe8c6b7d2872e5,Terrance McKinney,Brendon Marotte,1,0.587641365180732,Lightweight,mens_below_welterweight,0.556148413484285,separate_group_model,0.587641365180732,0.571967775898912,0.579824693139832,0.556148413484285
2023-10-14,f3a078277b3b8ff4,5b7b5b01f4dcbd9c,2c5f5749569eef66,4948e412fa6ab67d,Tainara Lisboa,Ravena Oliveira,1,0.531921939493624,Women's Bantamweight,womens_all,0.514407661921394,separate_group_model,0.531921939493624,0.523171923987651,0.523171923987651,0.514407661921394
2023-10-14,f3a078277b3b8ff4,3a8af8ee23444b72,92a9aa9c93192871,d31cbcdd7d69536d,Darren Elkins,TJ Brown,1,0.559155175974663,Featherweight,mens_below_welterweight,0.549360797462578,separate_group_model,0.559155175974663,0.554263254219096,0.55671058991802,0.549360797462578
2023-10-14,f3a078277b3b8ff4,0197a61472fc351d,3c8a5200436e19f3,5ec591b78349ba7e,Cameron Saaiman,Christian Rodriguez,0,0.506358970860462,Bantamweight,mens_below_welterweight,0.482670007547342,separate_group_model,0.506358970860462,0.494511408816774,0.500435250932542,0.482670007547342
2023-10-14,f3a078277b3b8ff4,6acd1c591170f597,595db60957de51d3,5f61780fe5e9b6d0,Michel Pereira,Andre Petroski,1,0.458337664834414,Middleweight,mens_welter_to_middle,0.473749870559542,separate_group_model,0.458337664834414,0.466035662550528,0.458337664834414,0.473749870559542
2023-10-14,f3a078277b3b8ff4,0d6d212fcdf47f2e,0232cabbc30a2372,f2477cf43c4975cc,Adrian Yanez,Jonathan Martinez,0,0.395976532896446,Bantamweight,mens_below_welterweight,0.387848684782667,separate_group_model,0.395976532896446,0.391905117792227,0.393938984399006,0.387848684782667
2023-10-14,f3a078277b3b8ff4,751cf3d52fce1d1f,36541f1e6c5d4955,8e1f36476ef02a6a,Viviane Araujo,Jennifer Maia,1,0.466515873806435,Women's Flyweight,womens_all,0.460210635178363,separate_group_model,0.466515873806435,0.463361790039504,0.463361790039504,0.460210635178363
2023-10-14,f3a078277b3b8ff4,824859c7580eb35b,64a50dad704d1d49,94426bb170c88115,Edson Barboza,Sodiq Yusuff,1,0.287179133555887,Featherweight,mens_below_welterweight,0.248553115748953,separate_group_model,0.287179133555887,0.267423551680224,0.277192852065568,0.248553115748953
2023-10-21,13a0fb8fbdafb54f,539732694ab2c8d6,06734ca9d88dec3a,12ebd7d157e91701,Shara Magomedov,Bruno Silva,1,0.448899808640069,Middleweight,mens_welter_to_middle,0.506324629913326,separate_group_model,0.448899808640069,0.477537999061806,0.448899808640069,0.506324629913326
2023-10-21,13a0fb8fbdafb54f,18e5af00a8478a0e,6c9b66b43663f2f7,d05cb1e8d1b885d8,Viktoriia Dudakova,Jinh Yu Frey,1,0.810332235874443,Women's Strawweight,womens_all,0.683472302603595,separate_group_model,0.810332235874443,0.752310443975576,0.752310443975576,0.683472302603595
2023-10-21,13a0fb8fbdafb54f,b84c447bb74febe2,329e403448756217,8d11d9c13e2ccdf7,Nathaniel Wood,Muhammad Naimov,0,0.620759137241635,Featherweight,mens_below_welterweight,0.717617756810778,separate_group_model,0.620759137241635,0.671002679597525,0.646284655456363,0.717617756810778
2023-10-21,13a0fb8fbdafb54f,75c5f923f966b53b,a72a2a769fa5a2be,d80ee110748171ac,Anshul Jubli,Mike Breeden,0,0.804727862228159,Lightweight,mens_below_welterweight,0.772699956039586,separate_group_model,0.804727862228159,0.789159236073678,0.797054804650994,0.772699956039586
2023-10-21,13a0fb8fbdafb54f,43de9ff6064361e1,46d0a888d87d91ac,4e6738062d469256,Abu Azaitar,Sedriques Dumas,0,0.267243890606179,Middleweight,mens_welter_to_middle,0.192330090347701,separate_group_model,0.267243890606179,0.227620581169555,0.267243890606179,0.192330090347701
2023-10-21,13a0fb8fbdafb54f,3c6fb6bf9b7afd40,0bc697c5936a2d0a,3753714927f18437,Trevor Peek,Mohammad Yahya,1,0.546082741110334,Lightweight,mens_below_welterweight,0.533082955015089,separate_group_model,0.546082741110334,0.539589580683579,0.542837980349603,0.533082955015089
2023-10-21,13a0fb8fbdafb54f,e9256316716499b8,75353550928a7921,c96d9178c9ed9e62,Muhammad Mokaev,Tim Elliott,1,0.870976844932806,Flyweight,mens_below_welterweight,0.899964584902393,separate_group_model,0.870976844932806,0.886273315752876,0.878833030158639,0.899964584902393
2023-10-21,13a0fb8fbdafb54f,ed3334d108b257a6,0fd5f4b838e890cc,a54660deb6a8489c,Said Nurmagomedov,Muin Gafurov,1,0.716227249571801,Bantamweight,mens_below_welterweight,0.691228507446637,separate_group_model,0.716227249571801,0.703880677925413,0.710092855074962,0.691228507446637
