date,event_id,fight_id,fighter_id,opponent_id,fighter,opponent,target,current_logistic_probability,static_all_features_raw_probability,static_all_features_probability,static_without_elo_raw_probability,static_without_elo_probability,static_all_features_grouped_priors_raw_probability,static_all_features_grouped_priors_probability,static_without_elo_grouped_priors_raw_probability,static_without_elo_grouped_priors_probability,dynamic_all_features_raw_probability,dynamic_all_features_probability,dynamic_without_elo_raw_probability,dynamic_without_elo_probability,dynamic_without_elo_grouped_priors_raw_probability,dynamic_without_elo_grouped_priors_probability,coefficient_only_all_features_raw_probability,coefficient_only_all_features_probability,coefficient_only_all_features_grouped_priors_raw_probability,coefficient_only_all_features_grouped_priors_probability,selected_logistic_bayes_blend_probability
2019-01-19,d4da8995fc91e7ef,e76227f395b94e47,1ddb480b601cefb1,bb61823f76361297,Chance Rencountre,Kyle Stewart,1,0.474406809794188,0.493289073889372,0.495332854253361,0.39624505809153,0.423275953974444,0.468484824125167,0.47687538273648,0.412534927613086,0.431165910317543,0.474575895020849,0.481730541522474,0.412791554818579,0.43502322677922,0.418292508193072,0.434222100204755,0.494117034582399,0.495625053834685,0.494351976989035,0.495685620801991,0.479827144517981
2019-01-19,d4da8995fc91e7ef,2cc1fe3570999428,b1b0729d27936f2f,b997be68943010fc,Belal Muhammad,Geoff Neal,0,0.545098436612748,0.577405129422904,0.554054349702896,0.466481735712909,0.475362589686697,0.589672581589106,0.566087963817858,0.473336026784878,0.479091188843503,0.580639319507188,0.558167884752205,0.38915462328368,0.417173857733769,0.412779626550119,0.429752441730816,0.54829518267548,0.535964721472707,0.55028424929887,0.538464298806198,0.543408160689961
2019-01-19,d4da8995fc91e7ef,2ea1f463620bcd3d,6f242453c91a5af0,ef44e4ea9050f2ea,Dennis Bermudez,Te Edwards,1,0.78737272226497,0.819617116278683,0.741296091231431,0.852640068857403,0.784054005539519,0.825116577831544,0.75725040900198,0.841629366776541,0.787409808761287,0.793883551484695,0.724842009717391,0.814302687820257,0.749569657603704,0.80500851281459,0.757280274600545,0.784104889176024,0.722945617401794,0.764912904705216,0.711197552452285,0.769436665055677
2019-01-19,d4da8995fc91e7ef,efbab76bedbfb65d,65f09bacd3957381,bc711b6dd95c1af6,Cory Sandhagen,Mario Bautista,1,0.608087873179644,0.624215872155769,0.587325354643397,0.61132604283601,0.582407448520514,0.614151978467279,0.584395151287293,0.636249239263728,0.607849144186276,0.608555372650775,0.578578374811845,0.589655127023204,0.56681741614091,0.590081659579396,0.57256983988311,0.603627132229225,0.577563527283464,0.607217001064422,0.582430730785606,0.60159579967814
2019-01-19,d4da8995fc91e7ef,8a9c8f1d53d8c664,a495f599e787614f,acb36c908d415c4a,Alonzo Menifield,Vinicius Moreira,1,0.497679177381498,0.490430205290597,0.493344427059877,0.491637282689976,0.493857012491873,0.489503240084353,0.492302079895497,0.506503677936599,0.50509816737944,0.498834683374139,0.49916296619919,0.496310075549324,0.497263342889082,0.497476371234201,0.497974846326104,0.495208197208948,0.496436536301431,0.494014092331057,0.495427509438047,0.497104990839285
2019-01-19,d4da8995fc91e7ef,77c6a6f33289b872,12f91bfa8f1f723b,6551c64fbcd1a467,Joanne Wood,Ariane da Silva,1,0.300729207736464,0.315686850894196,0.368645444305047,0.335993243948397,0.377454329412156,0.312012289137818,0.358967012736178,0.331648341212133,0.366029036523573,0.347139758769324,0.388482286063942,0.317425355852645,0.361737837130075,0.301139883111155,0.337247678622217,0.311964760472639,0.357050646863819,0.299090044061674,0.342870043503829,0.311195298883193
2019-01-19,d4da8995fc91e7ef,3dd0951b8855137d,1d00756835ca67c9,262a7d06203657e6,Donald Cerrone,Alexander Hernandez,1,0.359253358051792,0.386613909384689,0.420434557974302,0.430524203041327,0.448815105048597,0.397990301451507,0.424707460668766,0.444170066537502,0.456165996849734,0.364699869931132,0.401632825562337,0.394243913033231,0.421030482323608,0.345218029554069,0.374330109888234,0.332158365631971,0.372994187039495,0.321956348696549,0.361486030861523,0.359822113998121
2019-01-19,d4da8995fc91e7ef,5d1f24e034772338,37d5b176d438d2a5,7ff97850e8c32bda,Karl Roberson,Glover Teixeira,0,0.621038022517389,0.525026650476179,0.517411877298197,0.538533753603821,0.528330322332643,0.51574270648111,0.511546075554323,0.578192525223566,0.561487330023182,0.565600719397856,0.547251988610372,0.616212443318883,0.58690212310436,0.581650181840915,0.565731466280905,0.594816017039918,0.57089278100935,0.620623004573883,0.592900070998058,0.613931666371854
2019-01-19,d4da8995fc91e7ef,7ddd21d48e3b34b9,01784fbc27c68b14,4d5197f331c47290,Rachael Ostovich,Paige VanZant,0,0.627733677786917,0.617526567251377,0.582527144355455,0.603794217178367,0.576753483681461,0.639530392538909,0.603585435402899,0.593528481228618,0.573648274179924,0.649393983906935,0.608910742791539,0.621018671460219,0.590560301455555,0.628369303862203,0.60383772843016,0.682483240752363,0.638542782125423,0.667240517918666,0.629819203910664,0.628265941038777
2019-01-19,d4da8995fc91e7ef,4738cd4cd8d33eeb,80eacd4da0617c57,f53c1f4ceeed8c08,Joseph Benavidez,Dustin Ortiz,1,0.433635441998564,0.434581182152496,0.454370588847611,0.423170159833653,0.443359257968735,0.420123256213737,0.441192812369776,0.453507627264955,0.463515271851966,0.344584910453183,0.386557076249202,0.408590163725229,0.431861596129925,0.345855838950596,0.374860341925672,0.406802733376339,0.430330456397101,0.395426406369729,0.419627259766669,0.430052347637986
2019-01-19,d4da8995fc91e7ef,0261adcfc6e49150,813550bc53b15fb0,84ff027394f7e470,Yancy Medeiros,Gregor Gillespie,0,0.240138572961959,0.180131596543407,0.258477169754858,0.141957000932465,0.210564314652285,0.214530291700492,0.278540118775659,0.143428740928691,0.197679913122232,0.294598229103899,0.348150948552543,0.246686699271308,0.304078569523114,0.192536909694342,0.240409648256392,0.282221508962696,0.333105579709635,0.27709946772666,0.324654630161824,0.260194383957458
2019-01-19,d4da8995fc91e7ef,8da2c348ba6001a0,85073dbd1be65ed9,a9d6e047ce48ab63,Greg Hardy,Allen Crowder,0,0.578413202919923,0.527249593092213,0.518959972342277,0.581414591307604,0.560047887487614,0.572667133106572,0.553462516981757,0.587872480314437,0.569157301220011,0.571472247108879,0.551508299832857,0.600096673794809,0.574689939640709,0.606226093311752,0.585707564994551,0.580421056405675,0.560037775399124,0.572078375295551,0.555217915809169,0.572527005494165
