date,fight_url,event_url,fighter_url,opponent_url,fighter,opponent,result,method,division,round,time,time_format,total_fight_time,source_card_index,bout_order,emit_training_target,history_source,knockdowns,sig_strikes_landed,sig_strikes_attempts,total_strikes_landed,total_strikes_attempts,takedowns_landed,takedowns_attempts,sub_attempts,reversals,control
2013-12-06,https://external-mma.invalid/fight-details/external_2b54f295bed2847312fff87d23065b76,https://external-mma.invalid/event-details/external_4658e0b99b9c5b27ed9935c57dbb08a1,https://external-mma.invalid/fighter-details/external_033a2a6dad85455a57aa8e11,https://external-mma.invalid/fighter-details/external_d9acd94d098e91aea9935aad,Eugene Toquero,Geje Eustaquio,L,U-DEC,Unknown,3.0,,,,4,5,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2013-12-06,https://external-mma.invalid/fight-details/external_2b54f295bed2847312fff87d23065b76,https://external-mma.invalid/event-details/external_4658e0b99b9c5b27ed9935c57dbb08a1,https://external-mma.invalid/fighter-details/external_d9acd94d098e91aea9935aad,https://external-mma.invalid/fighter-details/external_033a2a6dad85455a57aa8e11,Geje Eustaquio,Eugene Toquero,W,U-DEC,Unknown,3.0,,,,4,5,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2013-12-06,https://external-mma.invalid/fight-details/external_3072e192777f2f26b9847660fcddafa0,https://external-mma.invalid/event-details/external_4658e0b99b9c5b27ed9935c57dbb08a1,https://external-mma.invalid/fighter-details/01d2ed8c502e3828,https://external-mma.invalid/fighter-details/external_18a419bfbfda04b92718875a,Caros Fodor,Vuyisile Colossa,L,U-DEC,Unknown,3.0,,,,3,6,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2013-12-06,https://external-mma.invalid/fight-details/external_3072e192777f2f26b9847660fcddafa0,https://external-mma.invalid/event-details/external_4658e0b99b9c5b27ed9935c57dbb08a1,https://external-mma.invalid/fighter-details/external_18a419bfbfda04b92718875a,https://external-mma.invalid/fighter-details/01d2ed8c502e3828,Vuyisile Colossa,Caros Fodor,W,U-DEC,Unknown,3.0,,,,3,6,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2013-12-06,https://external-mma.invalid/fight-details/external_f3d27385e5c060d2ccdd3ba4a0126479,https://external-mma.invalid/event-details/external_4658e0b99b9c5b27ed9935c57dbb08a1,https://external-mma.invalid/fighter-details/external_03b50fb1443835646b5c2451,https://external-mma.invalid/fighter-details/external_2c7eecf8cdb25c8f5a5976e1,Eduard Folayang,Vincent Latoel,W,U-DEC,Unknown,3.0,,,,2,7,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2013-12-06,https://external-mma.invalid/fight-details/external_f3d27385e5c060d2ccdd3ba4a0126479,https://external-mma.invalid/event-details/external_4658e0b99b9c5b27ed9935c57dbb08a1,https://external-mma.invalid/fighter-details/external_2c7eecf8cdb25c8f5a5976e1,https://external-mma.invalid/fighter-details/external_03b50fb1443835646b5c2451,Vincent Latoel,Eduard Folayang,L,U-DEC,Unknown,3.0,,,,2,7,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2013-12-06,https://external-mma.invalid/fight-details/external_0fcccf75a19240ef304814370482a7a8,https://external-mma.invalid/event-details/external_4658e0b99b9c5b27ed9935c57dbb08a1,https://external-mma.invalid/fighter-details/external_6a968eaac13a1df7a222ff09,https://external-mma.invalid/fighter-details/external_e9da61d93120aa7f78dd541b,David Aranda Santacana,Kevin Belingon,L,KO/TKO,Unknown,1.0,,,,1,8,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2013-12-06,https://external-mma.invalid/fight-details/external_0fcccf75a19240ef304814370482a7a8,https://external-mma.invalid/event-details/external_4658e0b99b9c5b27ed9935c57dbb08a1,https://external-mma.invalid/fighter-details/external_e9da61d93120aa7f78dd541b,https://external-mma.invalid/fighter-details/external_6a968eaac13a1df7a222ff09,Kevin Belingon,David Aranda Santacana,W,KO/TKO,Unknown,1.0,,,,1,8,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2013-12-06,https://external-mma.invalid/fight-details/external_99dad05a6021d57b147c693f9a33700c,https://external-mma.invalid/event-details/external_4658e0b99b9c5b27ed9935c57dbb08a1,https://external-mma.invalid/fighter-details/external_9a0db8a5ee5aa8cf3d97cd72,https://external-mma.invalid/fighter-details/01daf32100ed7517,Honorio Banario,Koji Oishi,L,KO/TKO,Unknown,3.0,,,,0,9,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2013-12-06,https://external-mma.invalid/fight-details/external_99dad05a6021d57b147c693f9a33700c,https://external-mma.invalid/event-details/external_4658e0b99b9c5b27ed9935c57dbb08a1,https://external-mma.invalid/fighter-details/01daf32100ed7517,https://external-mma.invalid/fighter-details/external_9a0db8a5ee5aa8cf3d97cd72,Koji Oishi,Honorio Banario,W,KO/TKO,Unknown,3.0,,,,0,9,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_c6142f4b7d38ced6d3496ce557640449,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_6d1fed766e1856b8472af37c,https://external-mma.invalid/fighter-details/external_6285311a1871e63632b56a95,Marvin Maldonado,Rico DiSciullo,NC,CNC,Unknown,1.0,,,,10,0,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_c6142f4b7d38ced6d3496ce557640449,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_6285311a1871e63632b56a95,https://external-mma.invalid/fighter-details/external_6d1fed766e1856b8472af37c,Rico DiSciullo,Marvin Maldonado,NC,CNC,Unknown,1.0,,,,10,0,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_7a661285aac84a8e687c17fb28070b28,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_59d17db9f94e7eaf480c7ff9,https://external-mma.invalid/fighter-details/external_a279025e1e6e3bc940c92440,Josh Diekmann,Manny Lara,NC,CNC,Unknown,1.0,,,,9,1,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_7a661285aac84a8e687c17fb28070b28,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_a279025e1e6e3bc940c92440,https://external-mma.invalid/fighter-details/external_59d17db9f94e7eaf480c7ff9,Manny Lara,Josh Diekmann,NC,CNC,Unknown,1.0,,,,9,1,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_84b070e357e731cbc31442f98a24d3e2,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_2b6dfcb0e7fd8c5d995d99d8,https://external-mma.invalid/fighter-details/external_0dfc347c1c0a8e9a3a589041,Andrew Calandrelli,Ryan Quinn,L,U-DEC,Unknown,3.0,,,,8,2,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_84b070e357e731cbc31442f98a24d3e2,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_0dfc347c1c0a8e9a3a589041,https://external-mma.invalid/fighter-details/external_2b6dfcb0e7fd8c5d995d99d8,Ryan Quinn,Andrew Calandrelli,W,U-DEC,Unknown,3.0,,,,8,2,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_373f9aa95de058eb286129b4349fb5fe,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_9de849bfc105a30989180a69,https://external-mma.invalid/fighter-details/external_1bfed484aba694d3679098c8,Atanas Djambazov,Egidijus Valavicius,L,KO/TKO,Unknown,1.0,,,,7,3,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_373f9aa95de058eb286129b4349fb5fe,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_1bfed484aba694d3679098c8,https://external-mma.invalid/fighter-details/external_9de849bfc105a30989180a69,Egidijus Valavicius,Atanas Djambazov,W,KO/TKO,Unknown,1.0,,,,7,3,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_81ef76d91c70820527130e6789f3abf3,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_c131d434472eebca47ccf4d9,https://external-mma.invalid/fighter-details/external_2895e6225c1e0ddcae3c916d,Andrew Fisher,Saul Almeida,L,U-DEC,Unknown,3.0,,,,6,4,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_81ef76d91c70820527130e6789f3abf3,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_2895e6225c1e0ddcae3c916d,https://external-mma.invalid/fighter-details/external_c131d434472eebca47ccf4d9,Saul Almeida,Andrew Fisher,W,U-DEC,Unknown,3.0,,,,6,4,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_6b9e2e4f89003ee6e6ef0dea59c142b8,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_e431012dee1bd0e1a08ec94e,https://external-mma.invalid/fighter-details/external_0b49d729f9c710cb7084b88e,Daniel Weichel,Scott Cleve,W,SUB,Unknown,1.0,,,,5,5,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_6b9e2e4f89003ee6e6ef0dea59c142b8,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_0b49d729f9c710cb7084b88e,https://external-mma.invalid/fighter-details/external_e431012dee1bd0e1a08ec94e,Scott Cleve,Daniel Weichel,L,SUB,Unknown,1.0,,,,5,5,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_cc8c39081703f02e04ef5864da551a7f,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_9ea238f90d194636c4e79151,https://external-mma.invalid/fighter-details/external_3536bd54e64b50eaba7b2c94,Goiti Yamauchi,Will Martinez,L,U-DEC,Unknown,3.0,,,,4,6,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_cc8c39081703f02e04ef5864da551a7f,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_3536bd54e64b50eaba7b2c94,https://external-mma.invalid/fighter-details/external_9ea238f90d194636c4e79151,Will Martinez,Goiti Yamauchi,W,U-DEC,Unknown,3.0,,,,4,6,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_230d509da20b6ef4ff536541b6ab9d9c,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/f046d724d2a84ac5,https://external-mma.invalid/fighter-details/external_d69f683c38a1e916135deb68,Desmond Green,Mike Richman,W,U-DEC,Unknown,3.0,,,,3,7,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_230d509da20b6ef4ff536541b6ab9d9c,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_d69f683c38a1e916135deb68,https://external-mma.invalid/fighter-details/f046d724d2a84ac5,Mike Richman,Desmond Green,L,U-DEC,Unknown,3.0,,,,3,7,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_b0cd06e30cd248ea8190069c41795e6e,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/3a24769a4855040a,https://external-mma.invalid/fighter-details/0b8d512c79b4baf3,Diego Nunes,Matt Bessette,L,S-DEC,Unknown,3.0,,,,2,8,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_b0cd06e30cd248ea8190069c41795e6e,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/0b8d512c79b4baf3,https://external-mma.invalid/fighter-details/3a24769a4855040a,Matt Bessette,Diego Nunes,W,S-DEC,Unknown,3.0,,,,2,8,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_dff912cff18391e13a91527772224022,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_1993e85bd3225177daab68d9,https://external-mma.invalid/fighter-details/external_12ae9ab25dcc79b1592eae5d,Mikhail Zayats,Muhammed Lawal,L,U-DEC,Unknown,3.0,,,,1,9,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_dff912cff18391e13a91527772224022,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_12ae9ab25dcc79b1592eae5d,https://external-mma.invalid/fighter-details/external_1993e85bd3225177daab68d9,Muhammed Lawal,Mikhail Zayats,W,U-DEC,Unknown,3.0,,,,1,9,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_86e9afb8773f48d2cbb4d18188842c21,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/external_1e0867b3a68f4caad277a764,https://external-mma.invalid/fighter-details/ffc088e64fab57e9,Christian M'Pumbu,Quinton Jackson,L,KO/TKO,Unknown,1.0,,,,0,10,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-02-28,https://external-mma.invalid/fight-details/external_86e9afb8773f48d2cbb4d18188842c21,https://external-mma.invalid/event-details/external_cd811ba0cce3a1a2b9799eff47c4f5ed,https://external-mma.invalid/fighter-details/ffc088e64fab57e9,https://external-mma.invalid/fighter-details/external_1e0867b3a68f4caad277a764,Quinton Jackson,Christian M'Pumbu,W,KO/TKO,Unknown,1.0,,,,0,10,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_fe589c0805b131d1afbcbbed841383c0,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/45f0cc9d18f35137,https://external-mma.invalid/fighter-details/external_6da9bd35c9155a0dfd14ffbb,Chris Gutierrez,Justin McNally,W,KO/TKO,Unknown,1.0,,,,10,0,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_fe589c0805b131d1afbcbbed841383c0,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_6da9bd35c9155a0dfd14ffbb,https://external-mma.invalid/fighter-details/45f0cc9d18f35137,Justin McNally,Chris Gutierrez,L,KO/TKO,Unknown,1.0,,,,10,0,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_35f0d40f7fab63b91ecd48f7a236f8fa,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_630ccf2180c2090643208929,https://external-mma.invalid/fighter-details/external_473bd6aa51f375d589fcfbb7,Brent Primus,Chris Jones,W,KO/TKO,Unknown,1.0,,,,9,1,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_35f0d40f7fab63b91ecd48f7a236f8fa,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_473bd6aa51f375d589fcfbb7,https://external-mma.invalid/fighter-details/external_630ccf2180c2090643208929,Chris Jones,Brent Primus,L,KO/TKO,Unknown,1.0,,,,9,1,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_526983ea0632b62f823563cdf8ea4fc5,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/eae431e70064e046,https://external-mma.invalid/fighter-details/external_80311b65cb314078f3442fd1,Abdul Razak Alhassan,Matt Jones,W,KO/TKO,Unknown,1.0,,,,8,2,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_526983ea0632b62f823563cdf8ea4fc5,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_80311b65cb314078f3442fd1,https://external-mma.invalid/fighter-details/eae431e70064e046,Matt Jones,Abdul Razak Alhassan,L,KO/TKO,Unknown,1.0,,,,8,2,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_93a854e96954c6c0f34452cdc2a78b8b,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_64f3a259f39a6eec5e804677,https://external-mma.invalid/fighter-details/external_a5c4cdb7e1676b4f127b4293,Eric Prindle,Javy Ayala,L,KO/TKO,Unknown,3.0,,,,7,3,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_93a854e96954c6c0f34452cdc2a78b8b,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_a5c4cdb7e1676b4f127b4293,https://external-mma.invalid/fighter-details/external_64f3a259f39a6eec5e804677,Javy Ayala,Eric Prindle,W,KO/TKO,Unknown,3.0,,,,7,3,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_b64d2210c091e1e1568997e8b3d6c42c,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_6563bfaad1ccc6d6d835a504,https://external-mma.invalid/fighter-details/external_621321cb3338a8493bca1044,Cortez Coleman,Daniel Miller,W,SUB,Unknown,2.0,,,,6,4,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_b64d2210c091e1e1568997e8b3d6c42c,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_621321cb3338a8493bca1044,https://external-mma.invalid/fighter-details/external_6563bfaad1ccc6d6d835a504,Daniel Miller,Cortez Coleman,L,SUB,Unknown,2.0,,,,6,4,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_7c6a2e0766e696ae7ddfc5828b402f36,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_4bbf988f057bba639ffae31e,https://external-mma.invalid/fighter-details/external_354f3dd25cf5a8d7f40b8b78,Stephen Banaszak,Treston Thomison,W,SUB,Unknown,1.0,,,,5,5,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_7c6a2e0766e696ae7ddfc5828b402f36,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_354f3dd25cf5a8d7f40b8b78,https://external-mma.invalid/fighter-details/external_4bbf988f057bba639ffae31e,Treston Thomison,Stephen Banaszak,L,SUB,Unknown,1.0,,,,5,5,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_917425e1c57271bc3196451e073e4ef2,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/1788eee370f077b7,https://external-mma.invalid/fighter-details/external_2443429ac745e5ab9971dc1a,Blagoy Ivanov,Rich Hale,W,U-DEC,Unknown,3.0,,,,4,6,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_917425e1c57271bc3196451e073e4ef2,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_2443429ac745e5ab9971dc1a,https://external-mma.invalid/fighter-details/1788eee370f077b7,Rich Hale,Blagoy Ivanov,L,U-DEC,Unknown,3.0,,,,4,6,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_0186b183b597fc6c6f1e31c0f4c8ba45,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/279566840aa55bf2,https://external-mma.invalid/fighter-details/external_c8b1849596b8d4371ed7e066,Alexander Volkov,Mark Holata,W,KO/TKO,Unknown,1.0,,,,3,7,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_0186b183b597fc6c6f1e31c0f4c8ba45,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_c8b1849596b8d4371ed7e066,https://external-mma.invalid/fighter-details/279566840aa55bf2,Mark Holata,Alexander Volkov,L,KO/TKO,Unknown,1.0,,,,3,7,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_f7ddcdc36aeef0a652e6fd0851421f62,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_aca6f02f13c1986fd393a427,https://external-mma.invalid/fighter-details/external_8cce56f1fa95367fd196169b,Peter Graham,Siala-Mou Siliga,L,SUB,Unknown,3.0,,,,2,8,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_f7ddcdc36aeef0a652e6fd0851421f62,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_8cce56f1fa95367fd196169b,https://external-mma.invalid/fighter-details/external_aca6f02f13c1986fd393a427,Siala-Mou Siliga,Peter Graham,W,SUB,Unknown,3.0,,,,2,8,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_04f94672062557418c24e0d4828efd6f,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/e6c5908910cc26e4,https://external-mma.invalid/fighter-details/external_4dd031a55acfabb53808c734,Lavar Johnson,Ryan Martinez,W,KO/TKO,Unknown,1.0,,,,1,9,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_04f94672062557418c24e0d4828efd6f,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_4dd031a55acfabb53808c734,https://external-mma.invalid/fighter-details/e6c5908910cc26e4,Ryan Martinez,Lavar Johnson,L,KO/TKO,Unknown,1.0,,,,1,9,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_ac927e5f0f2bc02198be3aa543ffa7c6,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_d807575e4a904b5b70c49c06,https://external-mma.invalid/fighter-details/external_bdf620c8af324d27eb203d8c,Anthony Leone,Eduardo Dantas,L,SUB,Unknown,2.0,,,,0,10,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-07,https://external-mma.invalid/fight-details/external_ac927e5f0f2bc02198be3aa543ffa7c6,https://external-mma.invalid/event-details/external_bce5e385c7fe86768e9cf82dd408c99d,https://external-mma.invalid/fighter-details/external_bdf620c8af324d27eb203d8c,https://external-mma.invalid/fighter-details/external_d807575e4a904b5b70c49c06,Eduardo Dantas,Anthony Leone,W,SUB,Unknown,2.0,,,,0,10,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-14,https://external-mma.invalid/fight-details/external_4fc71ac5027be1db8bcb00c014d00adb,https://external-mma.invalid/event-details/external_5a8cad68e8beb88903af0dc1ae45fe83,https://external-mma.invalid/fighter-details/external_766d94ab0bd5a749e1a24ee6,https://external-mma.invalid/fighter-details/external_69f4f9daca14d0eac27f0ad7,Khim Dima,Saiful Merican,L,S-DEC,Unknown,3.0,,,,8,0,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-14,https://external-mma.invalid/fight-details/external_4fc71ac5027be1db8bcb00c014d00adb,https://external-mma.invalid/event-details/external_5a8cad68e8beb88903af0dc1ae45fe83,https://external-mma.invalid/fighter-details/external_69f4f9daca14d0eac27f0ad7,https://external-mma.invalid/fighter-details/external_766d94ab0bd5a749e1a24ee6,Saiful Merican,Khim Dima,W,S-DEC,Unknown,3.0,,,,8,0,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-14,https://external-mma.invalid/fight-details/external_b965042198895a9a79169b2c4f5a85e4,https://external-mma.invalid/event-details/external_5a8cad68e8beb88903af0dc1ae45fe83,https://external-mma.invalid/fighter-details/external_db5d039a82c5dd5f380dad37,https://external-mma.invalid/fighter-details/4f140403000158b5,Harris Sarmiento,Herbert Burns,L,U-DEC,Unknown,3.0,,,,7,1,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-14,https://external-mma.invalid/fight-details/external_b965042198895a9a79169b2c4f5a85e4,https://external-mma.invalid/event-details/external_5a8cad68e8beb88903af0dc1ae45fe83,https://external-mma.invalid/fighter-details/4f140403000158b5,https://external-mma.invalid/fighter-details/external_db5d039a82c5dd5f380dad37,Herbert Burns,Harris Sarmiento,W,U-DEC,Unknown,3.0,,,,7,1,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-14,https://external-mma.invalid/fight-details/external_08d1d997919386a258fcf70fc7adc7f2,https://external-mma.invalid/event-details/external_5a8cad68e8beb88903af0dc1ae45fe83,https://external-mma.invalid/fighter-details/external_02b19b1cbdd6659d28f95b11,https://external-mma.invalid/fighter-details/external_c1933bf144a7c3eade9c5482,Peter Davis,Waqar Umar,W,KO/TKO,Unknown,2.0,,,,6,2,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
2014-03-14,https://external-mma.invalid/fight-details/external_08d1d997919386a258fcf70fc7adc7f2,https://external-mma.invalid/event-details/external_5a8cad68e8beb88903af0dc1ae45fe83,https://external-mma.invalid/fighter-details/external_c1933bf144a7c3eade9c5482,https://external-mma.invalid/fighter-details/external_02b19b1cbdd6659d28f95b11,Waqar Umar,Peter Davis,L,KO/TKO,Unknown,2.0,,,,6,2,False,kaggle_pro_mma_fights_v1,,,,,,,,,,
