date,fight_url,event_url,result,fighter,opponent,division,method,round,time,total_fight_time,fighter_url,opponent_url,source_card_index,bout_order,time_format,knockdowns,sig_strikes_landed,sig_strikes_attempts,total_strikes_landed,total_strikes_attempts,takedowns_landed,takedowns_attempts,sub_attempts,reversals,control,head_strikes_landed,head_strikes_attempts,body_strikes_landed,body_strikes_attempts,leg_strikes_landed,leg_strikes_attempts,distance_strikes_landed,distance_strikes_attempts,clinch_strikes_landed,clinch_strikes_attempts,ground_strikes_landed,ground_strikes_attempts
2026-08-15,http://ufcstats.com/fight-details/365fd759c03e93cf,http://ufcstats.com/event-details/b96619b3acd7d9da,W,Islam Makhachev,Ian Machado Garry,Welterweight,U-DEC,5,5:00,1500.0,http://ufcstats.com/fighter-details/275aca31f61ba28c,http://ufcstats.com/fighter-details/442c9011034ae1fd,0,11,5 Rnd (5-5-5-5-5),1,22,44,78,114,7,15,0,0,750.0,9,31,3,3,10,10,15,36,6,7,1,1
2026-08-15,http://ufcstats.com/fight-details/365fd759c03e93cf,http://ufcstats.com/event-details/b96619b3acd7d9da,L,Ian Machado Garry,Islam Makhachev,Welterweight,U-DEC,5,5:00,1500.0,http://ufcstats.com/fighter-details/442c9011034ae1fd,http://ufcstats.com/fighter-details/275aca31f61ba28c,0,11,5 Rnd (5-5-5-5-5),0,29,65,89,141,0,0,0,0,34.0,7,40,16,17,6,8,22,57,7,8,0,0
2026-08-15,http://ufcstats.com/fight-details/4700d42c9869674a,http://ufcstats.com/event-details/b96619b3acd7d9da,W,Mackenzie Dern,Gillian Robertson,Women's Strawweight,U-DEC,5,5:00,1500.0,http://ufcstats.com/fighter-details/7447e9f28508106a,http://ufcstats.com/fighter-details/38c7f72747f4f712,1,10,5 Rnd (5-5-5-5-5),0,65,168,122,239,4,6,1,0,648.0,40,140,14,17,11,11,55,153,2,2,8,13
2026-08-15,http://ufcstats.com/fight-details/4700d42c9869674a,http://ufcstats.com/event-details/b96619b3acd7d9da,L,Gillian Robertson,Mackenzie Dern,Women's Strawweight,U-DEC,5,5:00,1500.0,http://ufcstats.com/fighter-details/38c7f72747f4f712,http://ufcstats.com/fighter-details/7447e9f28508106a,1,10,5 Rnd (5-5-5-5-5),0,49,131,136,237,1,3,0,2,407.0,37,107,9,19,3,5,24,100,8,10,17,21
2026-08-15,http://ufcstats.com/fight-details/d4bd456d70965734,http://ufcstats.com/event-details/b96619b3acd7d9da,W,Jalin Turner,Kaue Fernandes,Lightweight,KO/TKO,1,0:39,39.0,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,http://ufcstats.com/fighter-details/ec13c393d029297d,2,9,3 Rnd (5-5-5),1,9,14,9,14,0,0,0,0,5.0,8,11,1,2,0,1,1,4,0,0,8,10
2026-08-15,http://ufcstats.com/fight-details/d4bd456d70965734,http://ufcstats.com/event-details/b96619b3acd7d9da,L,Kaue Fernandes,Jalin Turner,Lightweight,KO/TKO,1,0:39,39.0,http://ufcstats.com/fighter-details/ec13c393d029297d,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,2,9,3 Rnd (5-5-5),0,2,4,2,4,0,0,0,0,0.0,1,2,0,1,1,1,2,4,0,0,0,0
2026-08-15,http://ufcstats.com/fight-details/53902dcb3e213b18,http://ufcstats.com/event-details/b96619b3acd7d9da,W,Dustin Stoltzfus,Mansur Abdul-Malik,Middleweight,SUB,2,4:25,565.0,http://ufcstats.com/fighter-details/71505842fb6455c3,http://ufcstats.com/fighter-details/841695e02c99a521,3,8,3 Rnd (5-5-5),0,43,70,61,92,2,7,1,0,182.0,25,48,12,15,6,7,15,32,14,22,14,16
2026-08-15,http://ufcstats.com/fight-details/53902dcb3e213b18,http://ufcstats.com/event-details/b96619b3acd7d9da,L,Mansur Abdul-Malik,Dustin Stoltzfus,Middleweight,SUB,2,4:25,565.0,http://ufcstats.com/fighter-details/841695e02c99a521,http://ufcstats.com/fighter-details/71505842fb6455c3,3,8,3 Rnd (5-5-5),0,34,67,34,68,1,1,0,0,37.0,19,48,9,11,6,8,22,45,9,14,3,8
2026-08-15,http://ufcstats.com/fight-details/8e482cead0c7eb15,http://ufcstats.com/event-details/b96619b3acd7d9da,W,Esteban Ribovics,Edson Barboza,Lightweight,KO/TKO,2,1:32,392.0,http://ufcstats.com/fighter-details/323d4ca260dfa0ba,http://ufcstats.com/fighter-details/64a50dad704d1d49,4,7,3 Rnd (5-5-5),0,63,126,70,133,0,0,0,0,19.0,41,101,10,11,12,14,49,107,14,18,0,1
2026-08-15,http://ufcstats.com/fight-details/8e482cead0c7eb15,http://ufcstats.com/event-details/b96619b3acd7d9da,L,Edson Barboza,Esteban Ribovics,Lightweight,KO/TKO,2,1:32,392.0,http://ufcstats.com/fighter-details/64a50dad704d1d49,http://ufcstats.com/fighter-details/323d4ca260dfa0ba,4,7,3 Rnd (5-5-5),0,30,64,30,64,0,0,0,0,0.0,13,42,11,16,6,6,29,63,1,1,0,0
2026-08-15,http://ufcstats.com/fight-details/6e495deac1f57169,http://ufcstats.com/event-details/b96619b3acd7d9da,W,Chidi Njokuani,Joel Alvarez,Welterweight,U-DEC,3,5:00,900.0,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,http://ufcstats.com/fighter-details/58bbef3770bb2dfc,5,6,3 Rnd (5-5-5),0,155,229,159,233,0,1,0,0,12.0,51,100,56,76,48,53,149,222,6,7,0,0
2026-08-15,http://ufcstats.com/fight-details/6e495deac1f57169,http://ufcstats.com/event-details/b96619b3acd7d9da,L,Joel Alvarez,Chidi Njokuani,Welterweight,U-DEC,3,5:00,900.0,http://ufcstats.com/fighter-details/58bbef3770bb2dfc,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,5,6,3 Rnd (5-5-5),0,74,164,76,166,0,0,0,0,26.0,37,120,19,25,18,19,72,161,2,3,0,0
2026-08-15,http://ufcstats.com/fight-details/e7c11d1b22d50ba0,http://ufcstats.com/event-details/b96619b3acd7d9da,W,Charles Johnson,Eduardo Chapolin,Catch Weight,SUB,3,1:36,696.0,http://ufcstats.com/fighter-details/814e5233e2acf2ee,http://ufcstats.com/fighter-details/62f3039da2f92a8c,6,5,3 Rnd (5-5-5),0,66,142,70,146,0,5,1,0,13.0,40,106,14,22,12,14,63,136,1,2,2,4
2026-08-15,http://ufcstats.com/fight-details/e7c11d1b22d50ba0,http://ufcstats.com/event-details/b96619b3acd7d9da,L,Eduardo Chapolin,Charles Johnson,Catch Weight,SUB,3,1:36,696.0,http://ufcstats.com/fighter-details/62f3039da2f92a8c,http://ufcstats.com/fighter-details/814e5233e2acf2ee,6,5,3 Rnd (5-5-5),1,55,131,59,137,1,4,0,0,72.0,22,84,13,20,20,27,49,122,2,3,4,6
2026-08-15,http://ufcstats.com/fight-details/9c5da658c76da7c0,http://ufcstats.com/event-details/b96619b3acd7d9da,W,Donte Johnson,Eric McConico,Middleweight,KO/TKO,1,1:38,98.0,http://ufcstats.com/fighter-details/ad5cb64af10fc946,http://ufcstats.com/fighter-details/9508cc6184cb2450,7,4,3 Rnd (5-5-5),1,11,31,11,31,0,0,0,0,0.0,9,29,1,1,1,1,9,28,0,1,2,2
2026-08-15,http://ufcstats.com/fight-details/9c5da658c76da7c0,http://ufcstats.com/event-details/b96619b3acd7d9da,L,Eric McConico,Donte Johnson,Middleweight,KO/TKO,1,1:38,98.0,http://ufcstats.com/fighter-details/9508cc6184cb2450,http://ufcstats.com/fighter-details/ad5cb64af10fc946,7,4,3 Rnd (5-5-5),0,6,15,6,15,0,1,0,0,3.0,4,13,1,1,1,1,5,14,1,1,0,0
2026-08-15,http://ufcstats.com/fight-details/e79e4d13546d2360,http://ufcstats.com/event-details/b96619b3acd7d9da,W,Tresean Gore,Vicente Luque,Middleweight,U-DEC,3,5:00,900.0,http://ufcstats.com/fighter-details/147e70aa6cc48cfc,http://ufcstats.com/fighter-details/6d4b63c767106d3a,8,3,3 Rnd (5-5-5),0,65,136,98,179,0,2,1,0,225.0,53,120,2,3,10,13,39,107,4,5,22,24
2026-08-15,http://ufcstats.com/fight-details/e79e4d13546d2360,http://ufcstats.com/event-details/b96619b3acd7d9da,L,Vicente Luque,Tresean Gore,Middleweight,U-DEC,3,5:00,900.0,http://ufcstats.com/fighter-details/6d4b63c767106d3a,http://ufcstats.com/fighter-details/147e70aa6cc48cfc,8,3,3 Rnd (5-5-5),0,46,122,50,127,0,1,1,0,44.0,31,104,7,7,8,11,43,118,3,4,0,0
2026-08-15,http://ufcstats.com/fight-details/360b13f97e7ca703,http://ufcstats.com/event-details/b96619b3acd7d9da,W,Lucas Fernando,Rafael Tobias,Light Heavyweight,KO/TKO,3,1:10,670.0,http://ufcstats.com/fighter-details/3df223aeaacecf3f,http://ufcstats.com/fighter-details/d6a8edb7410223a0,9,2,3 Rnd (5-5-5),2,69,115,69,115,0,0,0,0,9.0,37,80,18,20,14,15,66,111,1,1,2,3
2026-08-15,http://ufcstats.com/fight-details/360b13f97e7ca703,http://ufcstats.com/event-details/b96619b3acd7d9da,L,Rafael Tobias,Lucas Fernando,Light Heavyweight,KO/TKO,3,1:10,670.0,http://ufcstats.com/fighter-details/d6a8edb7410223a0,http://ufcstats.com/fighter-details/3df223aeaacecf3f,9,2,3 Rnd (5-5-5),0,13,56,14,58,1,1,0,0,55.0,5,47,5,5,3,4,11,52,1,2,1,2
2026-08-15,http://ufcstats.com/fight-details/e7077d030d5fc15f,http://ufcstats.com/event-details/b96619b3acd7d9da,W,Neil Magny,Ramiz Brahimaj,Welterweight,KO/TKO,2,3:20,500.0,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,http://ufcstats.com/fighter-details/3d074044a33825e7,10,1,3 Rnd (5-5-5),0,24,38,61,78,0,1,1,1,59.0,20,34,1,1,3,3,9,18,2,3,13,17
2026-08-15,http://ufcstats.com/fight-details/e7077d030d5fc15f,http://ufcstats.com/event-details/b96619b3acd7d9da,L,Ramiz Brahimaj,Neil Magny,Welterweight,KO/TKO,2,3:20,500.0,http://ufcstats.com/fighter-details/3d074044a33825e7,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,10,1,3 Rnd (5-5-5),0,7,9,20,24,1,3,0,1,385.0,2,3,1,1,4,5,5,7,0,0,2,2
2026-08-15,http://ufcstats.com/fight-details/d5ebdf462c9b59b3,http://ufcstats.com/event-details/b96619b3acd7d9da,W,Jeremiah Wells,Myktybek Orolbai,Welterweight,SUB,3,1:24,684.0,http://ufcstats.com/fighter-details/d66a46de8d705353,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,11,0,3 Rnd (5-5-5),0,16,45,28,57,1,1,1,1,23.0,14,43,2,2,0,0,16,45,0,0,0,0
2026-08-15,http://ufcstats.com/fight-details/d5ebdf462c9b59b3,http://ufcstats.com/event-details/b96619b3acd7d9da,L,Myktybek Orolbai,Jeremiah Wells,Welterweight,SUB,3,1:24,684.0,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,http://ufcstats.com/fighter-details/d66a46de8d705353,11,0,3 Rnd (5-5-5),0,26,35,67,83,4,6,0,0,380.0,22,30,4,5,0,0,7,15,0,0,19,20
2026-08-08,http://ufcstats.com/fight-details/a10deecfb8558335,http://ufcstats.com/event-details/495add4fbede0a44,W,Quillan Salkilld,Mateusz Gamrot,Lightweight,SUB,1,4:25,265.0,http://ufcstats.com/fighter-details/17734443a833cdf7,http://ufcstats.com/fighter-details/72db2a14ffa73ece,0,11,5 Rnd (5-5-5-5-5),0,10,24,20,35,1,1,1,0,122.0,8,19,1,4,1,1,6,18,3,4,1,2
2026-08-08,http://ufcstats.com/fight-details/a10deecfb8558335,http://ufcstats.com/event-details/495add4fbede0a44,L,Mateusz Gamrot,Quillan Salkilld,Lightweight,SUB,1,4:25,265.0,http://ufcstats.com/fighter-details/72db2a14ffa73ece,http://ufcstats.com/fighter-details/17734443a833cdf7,0,11,5 Rnd (5-5-5-5-5),0,3,10,3,10,0,1,2,0,20.0,3,10,0,0,0,0,3,10,0,0,0,0
2026-08-08,http://ufcstats.com/fight-details/d5245f5b96b8afdf,http://ufcstats.com/event-details/495add4fbede0a44,W,Diego Ferreira,Billy Quarantillo,Lightweight,U-DEC,3,5:00,900.0,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,http://ufcstats.com/fighter-details/aa171d55d4b5208f,1,10,3 Rnd (5-5-5),0,116,236,124,246,4,9,0,0,167.0,94,207,20,27,2,2,101,218,8,9,7,9
2026-08-08,http://ufcstats.com/fight-details/d5245f5b96b8afdf,http://ufcstats.com/event-details/495add4fbede0a44,L,Billy Quarantillo,Diego Ferreira,Lightweight,U-DEC,3,5:00,900.0,http://ufcstats.com/fighter-details/aa171d55d4b5208f,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,1,10,3 Rnd (5-5-5),0,73,208,113,249,1,3,0,0,108.0,50,167,16,31,7,10,68,199,3,5,2,4
2026-08-08,http://ufcstats.com/fight-details/06bfde3e3577906f,http://ufcstats.com/event-details/495add4fbede0a44,W,Yadier del Valle,Darren Elkins,Featherweight,KO/TKO,1,0:35,35.0,http://ufcstats.com/fighter-details/70380ccdc81915b8,http://ufcstats.com/fighter-details/92a9aa9c93192871,2,9,3 Rnd (5-5-5),1,5,6,5,6,0,0,0,0,9.0,4,5,0,0,1,1,2,3,1,1,2,2
2026-08-08,http://ufcstats.com/fight-details/06bfde3e3577906f,http://ufcstats.com/event-details/495add4fbede0a44,L,Darren Elkins,Yadier del Valle,Featherweight,KO/TKO,1,0:35,35.0,http://ufcstats.com/fighter-details/92a9aa9c93192871,http://ufcstats.com/fighter-details/70380ccdc81915b8,2,9,3 Rnd (5-5-5),0,0,2,0,2,0,1,0,0,0.0,0,2,0,0,0,0,0,2,0,0,0,0
2026-08-08,http://ufcstats.com/fight-details/13f31f7a784013a3,http://ufcstats.com/event-details/495add4fbede0a44,W,Alexia Thainara,Amanda Lemos,Women's Strawweight,U-DEC,3,5:00,900.0,http://ufcstats.com/fighter-details/545092d13c67aa49,http://ufcstats.com/fighter-details/3df5493bb279226f,3,8,3 Rnd (5-5-5),0,81,125,199,246,2,6,0,0,463.0,35,71,22,27,24,27,52,91,24,29,5,5
2026-08-08,http://ufcstats.com/fight-details/13f31f7a784013a3,http://ufcstats.com/event-details/495add4fbede0a44,L,Amanda Lemos,Alexia Thainara,Women's Strawweight,U-DEC,3,5:00,900.0,http://ufcstats.com/fighter-details/3df5493bb279226f,http://ufcstats.com/fighter-details/545092d13c67aa49,3,8,3 Rnd (5-5-5),0,56,100,68,115,0,2,0,0,22.0,29,63,17,27,10,10,52,96,4,4,0,0
2026-08-08,http://ufcstats.com/fight-details/f44ab9e9e4a89735,http://ufcstats.com/event-details/495add4fbede0a44,W,Ty Miller,Billy Ray Goff,Welterweight,KO/TKO,3,0:15,615.0,http://ufcstats.com/fighter-details/0859524157a19045,http://ufcstats.com/fighter-details/fa07345cc9db5cc9,4,7,3 Rnd (5-5-5),2,133,221,163,251,0,0,0,0,60.0,121,204,11,16,1,1,92,166,14,19,27,36
2026-08-08,http://ufcstats.com/fight-details/f44ab9e9e4a89735,http://ufcstats.com/event-details/495add4fbede0a44,L,Billy Ray Goff,Ty Miller,Welterweight,KO/TKO,3,0:15,615.0,http://ufcstats.com/fighter-details/fa07345cc9db5cc9,http://ufcstats.com/fighter-details/0859524157a19045,4,7,3 Rnd (5-5-5),0,25,57,35,67,0,8,0,0,166.0,8,36,11,13,6,8,18,49,7,8,0,0
2026-08-08,http://ufcstats.com/fight-details/3050549d19395f6f,http://ufcstats.com/event-details/495add4fbede0a44,W,Steven Asplund,Guilherme Pat,Heavyweight,U-DEC,3,5:00,900.0,http://ufcstats.com/fighter-details/e56cee1ad697db04,http://ufcstats.com/fighter-details/ba15006c804a8de0,5,6,3 Rnd (5-5-5),2,66,109,134,180,0,1,1,0,284.0,51,92,9,11,6,6,27,63,19,24,20,22
2026-08-08,http://ufcstats.com/fight-details/3050549d19395f6f,http://ufcstats.com/event-details/495add4fbede0a44,L,Guilherme Pat,Steven Asplund,Heavyweight,U-DEC,3,5:00,900.0,http://ufcstats.com/fighter-details/ba15006c804a8de0,http://ufcstats.com/fighter-details/e56cee1ad697db04,5,6,3 Rnd (5-5-5),1,45,76,72,103,0,0,0,0,170.0,25,55,13,14,7,7,36,66,9,9,0,1
2026-08-08,http://ufcstats.com/fight-details/13380a8d6cdbb381,http://ufcstats.com/event-details/495add4fbede0a44,W,Diyar Nurgozhay,Bruno Lopes,Light Heavyweight,KO/TKO,1,4:59,299.0,http://ufcstats.com/fighter-details/709fadb644ee3f51,http://ufcstats.com/fighter-details/0abcf6bc47191219,6,5,3 Rnd (5-5-5),2,48,70,48,70,0,0,0,0,8.0,17,30,14,16,17,24,34,56,2,2,12,12
2026-08-08,http://ufcstats.com/fight-details/13380a8d6cdbb381,http://ufcstats.com/event-details/495add4fbede0a44,L,Bruno Lopes,Diyar Nurgozhay,Light Heavyweight,KO/TKO,1,4:59,299.0,http://ufcstats.com/fighter-details/0abcf6bc47191219,http://ufcstats.com/fighter-details/709fadb644ee3f51,6,5,3 Rnd (5-5-5),0,14,25,14,25,1,1,0,0,3.0,2,11,4,6,8,8,14,25,0,0,0,0
2026-08-08,http://ufcstats.com/fight-details/64829a32c78ab656,http://ufcstats.com/event-details/495add4fbede0a44,W,Jose Montanha,Louie Sutherland,Heavyweight,SUB,1,1:50,110.0,http://ufcstats.com/fighter-details/1f8cd7634e8286ff,http://ufcstats.com/fighter-details/cdb7b38b1b357f26,7,4,3 Rnd (5-5-5),0,2,7,7,12,1,2,1,0,61.0,2,7,0,0,0,0,1,6,1,1,0,0
2026-08-08,http://ufcstats.com/fight-details/64829a32c78ab656,http://ufcstats.com/event-details/495add4fbede0a44,L,Louie Sutherland,Jose Montanha,Heavyweight,SUB,1,1:50,110.0,http://ufcstats.com/fighter-details/cdb7b38b1b357f26,http://ufcstats.com/fighter-details/1f8cd7634e8286ff,7,4,3 Rnd (5-5-5),0,3,4,3,4,0,1,0,0,11.0,1,2,0,0,2,2,3,4,0,0,0,0
2026-08-08,http://ufcstats.com/fight-details/81ae2a465e0dfa4f,http://ufcstats.com/event-details/495add4fbede0a44,W,Manoel Sousa,Richie Miranda,Lightweight,U-DEC,3,5:00,900.0,http://ufcstats.com/fighter-details/5870c541798124ae,http://ufcstats.com/fighter-details/abde3388a589103c,8,3,3 Rnd (5-5-5),1,67,119,89,141,1,1,0,0,169.0,43,86,5,7,19,26,49,98,13,16,5,5
2026-08-08,http://ufcstats.com/fight-details/81ae2a465e0dfa4f,http://ufcstats.com/event-details/495add4fbede0a44,L,Richie Miranda,Manoel Sousa,Lightweight,U-DEC,3,5:00,900.0,http://ufcstats.com/fighter-details/abde3388a589103c,http://ufcstats.com/fighter-details/5870c541798124ae,8,3,3 Rnd (5-5-5),0,46,119,126,213,1,9,0,0,231.0,41,108,4,9,1,2,28,91,7,14,11,14
2026-08-08,http://ufcstats.com/fight-details/1168a8e59aacfd72,http://ufcstats.com/event-details/495add4fbede0a44,W,Miles Johns,Gianni Vazquez,Featherweight,KO/TKO,1,3:09,189.0,http://ufcstats.com/fighter-details/46e0d677f91bacc0,http://ufcstats.com/fighter-details/51ec9dc3b4964f19,9,2,3 Rnd (5-5-5),1,12,28,12,28,0,0,0,0,4.0,11,25,0,1,1,2,8,24,0,0,4,4
2026-08-08,http://ufcstats.com/fight-details/1168a8e59aacfd72,http://ufcstats.com/event-details/495add4fbede0a44,L,Gianni Vazquez,Miles Johns,Featherweight,KO/TKO,1,3:09,189.0,http://ufcstats.com/fighter-details/51ec9dc3b4964f19,http://ufcstats.com/fighter-details/46e0d677f91bacc0,9,2,3 Rnd (5-5-5),0,7,25,7,25,0,0,0,0,0.0,4,21,1,2,2,2,7,25,0,0,0,0
2026-08-08,http://ufcstats.com/fight-details/d463229133909215,http://ufcstats.com/event-details/495add4fbede0a44,W,Juliana Miller,Ravena Oliveira,Women's Flyweight,SUB,2,1:38,398.0,http://ufcstats.com/fighter-details/aa0c573da7119292,http://ufcstats.com/fighter-details/4948e412fa6ab67d,10,1,3 Rnd (5-5-5),0,24,44,45,70,2,4,1,0,282.0,19,36,5,7,0,1,6,11,5,5,13,28
2026-08-08,http://ufcstats.com/fight-details/d463229133909215,http://ufcstats.com/event-details/495add4fbede0a44,L,Ravena Oliveira,Juliana Miller,Women's Flyweight,SUB,2,1:38,398.0,http://ufcstats.com/fighter-details/4948e412fa6ab67d,http://ufcstats.com/fighter-details/aa0c573da7119292,10,1,3 Rnd (5-5-5),0,7,18,18,30,0,0,0,0,6.0,2,12,2,2,3,4,5,16,2,2,0,0
2026-08-08,http://ufcstats.com/fight-details/ded584e13276cbcb,http://ufcstats.com/event-details/495add4fbede0a44,W,Carol Foro,Gigi Canuto,Women's Strawweight,U-DEC,3,5:00,900.0,http://ufcstats.com/fighter-details/77ba5b2939c4018b,http://ufcstats.com/fighter-details/651d209fa8c8cd83,11,0,3 Rnd (5-5-5),0,106,173,125,192,0,0,0,1,50.0,64,120,30,38,12,15,91,148,8,12,7,13
2026-08-08,http://ufcstats.com/fight-details/ded584e13276cbcb,http://ufcstats.com/event-details/495add4fbede0a44,L,Gigi Canuto,Carol Foro,Women's Strawweight,U-DEC,3,5:00,900.0,http://ufcstats.com/fighter-details/651d209fa8c8cd83,http://ufcstats.com/fighter-details/77ba5b2939c4018b,11,0,3 Rnd (5-5-5),0,56,107,102,159,4,7,1,0,370.0,41,81,6,16,9,10,52,102,2,3,2,2
2026-08-01,http://ufcstats.com/fight-details/68ae50dbf98dc15f,http://ufcstats.com/event-details/1a50e734bb54861a,W,Uros Medic,Daniel Rodriguez,Welterweight,KO/TKO,1,0:30,30.0,http://ufcstats.com/fighter-details/681399317dbf4701,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6,0,13,5 Rnd (5-5-5-5-5),1,11,14,11,14,0,0,0,0,4.0,9,11,1,2,1,1,5,6,0,0,6,8
2026-08-01,http://ufcstats.com/fight-details/68ae50dbf98dc15f,http://ufcstats.com/event-details/1a50e734bb54861a,L,Daniel Rodriguez,Uros Medic,Welterweight,KO/TKO,1,0:30,30.0,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6,http://ufcstats.com/fighter-details/681399317dbf4701,0,13,5 Rnd (5-5-5-5-5),0,1,3,1,3,0,0,0,0,0.0,0,2,0,0,1,1,1,3,0,0,0,0
2026-08-01,http://ufcstats.com/fight-details/0c3c835e681972d3,http://ufcstats.com/event-details/1a50e734bb54861a,W,Navajo Stirling,Jan Blachowicz,Light Heavyweight,KO/TKO,1,2:56,176.0,http://ufcstats.com/fighter-details/b4b496ec2197ee3e,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,1,12,3 Rnd (5-5-5),0,35,46,36,47,0,1,0,0,64.0,22,30,3,5,10,11,15,22,0,0,20,24
2026-08-01,http://ufcstats.com/fight-details/0c3c835e681972d3,http://ufcstats.com/event-details/1a50e734bb54861a,L,Jan Blachowicz,Navajo Stirling,Light Heavyweight,KO/TKO,1,2:56,176.0,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,http://ufcstats.com/fighter-details/b4b496ec2197ee3e,1,12,3 Rnd (5-5-5),0,3,7,6,11,0,0,0,0,4.0,1,5,2,2,0,0,3,5,0,2,0,0
2026-08-01,http://ufcstats.com/fight-details/eb8753ed0476b3d1,http://ufcstats.com/event-details/1a50e734bb54861a,W,Aleksandar Rakic,Marcin Tybura,Heavyweight,U-DEC,3,5:00,900.0,http://ufcstats.com/fighter-details/333b9e5c723ac873,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,2,11,3 Rnd (5-5-5),0,71,136,83,149,0,0,0,0,191.0,28,84,27,34,16,18,66,131,5,5,0,0
2026-08-01,http://ufcstats.com/fight-details/eb8753ed0476b3d1,http://ufcstats.com/event-details/1a50e734bb54861a,L,Marcin Tybura,Aleksandar Rakic,Heavyweight,U-DEC,3,5:00,900.0,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,http://ufcstats.com/fighter-details/333b9e5c723ac873,2,11,3 Rnd (5-5-5),0,33,129,37,133,0,2,0,0,0.0,18,94,8,27,7,8,29,123,4,6,0,0
2026-08-01,http://ufcstats.com/fight-details/f425b7a527dd53aa,http://ufcstats.com/event-details/1a50e734bb54861a,W,Robert Valentin,Dusko Todorovic,Middleweight,SUB,1,4:14,254.0,http://ufcstats.com/fighter-details/0cd0456d6029cec2,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,3,10,3 Rnd (5-5-5),0,1,3,13,15,1,1,2,1,157.0,0,1,1,2,0,0,1,3,0,0,0,0
2026-08-01,http://ufcstats.com/fight-details/f425b7a527dd53aa,http://ufcstats.com/event-details/1a50e734bb54861a,L,Dusko Todorovic,Robert Valentin,Middleweight,SUB,1,4:14,254.0,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,http://ufcstats.com/fighter-details/0cd0456d6029cec2,3,10,3 Rnd (5-5-5),0,1,1,1,1,2,3,0,0,60.0,0,0,0,0,1,1,1,1,0,0,0,0
2026-08-01,http://ufcstats.com/fight-details/7ecb154439aca0f9,http://ufcstats.com/event-details/1a50e734bb54861a,W,Gilbert Urbina,Vlasto Cepo,Middleweight,KO/TKO,1,1:01,61.0,http://ufcstats.com/fighter-details/b12fb759e02378de,http://ufcstats.com/fighter-details/025c1ee70b2cedf4,4,9,3 Rnd (5-5-5),1,30,48,36,54,0,0,0,0,22.0,27,45,2,2,1,1,8,22,0,0,22,26
2026-08-01,http://ufcstats.com/fight-details/7ecb154439aca0f9,http://ufcstats.com/event-details/1a50e734bb54861a,L,Vlasto Cepo,Gilbert Urbina,Middleweight,KO/TKO,1,1:01,61.0,http://ufcstats.com/fighter-details/025c1ee70b2cedf4,http://ufcstats.com/fighter-details/b12fb759e02378de,4,9,3 Rnd (5-5-5),0,7,24,7,24,0,0,0,0,0.0,5,22,2,2,0,0,7,24,0,0,0,0
2026-08-01,http://ufcstats.com/fight-details/fec91da886d80200,http://ufcstats.com/event-details/1a50e734bb54861a,W,Noah Gugnon,Milos Janicic,Lightweight,SUB,1,1:21,81.0,http://ufcstats.com/fighter-details/6266abf6e4245c72,http://ufcstats.com/fighter-details/dfcadfcbd3a3f097,5,8,3 Rnd (5-5-5),0,5,11,6,13,0,0,1,0,40.0,1,7,0,0,4,4,5,9,0,0,0,2
2026-08-01,http://ufcstats.com/fight-details/fec91da886d80200,http://ufcstats.com/event-details/1a50e734bb54861a,L,Milos Janicic,Noah Gugnon,Lightweight,SUB,1,1:21,81.0,http://ufcstats.com/fighter-details/dfcadfcbd3a3f097,http://ufcstats.com/fighter-details/6266abf6e4245c72,5,8,3 Rnd (5-5-5),0,6,19,7,20,0,0,0,0,0.0,5,18,1,1,0,0,6,18,0,1,0,0
2026-08-01,http://ufcstats.com/fight-details/fbd99ae7e1ff993a,http://ufcstats.com/event-details/1a50e734bb54861a,W,Tofiq Musayev,Ludovit Klein,Lightweight,KO/TKO,2,4:07,547.0,http://ufcstats.com/fighter-details/ae81a3ac7b260411,http://ufcstats.com/fighter-details/5b86d491d63890c5,6,7,3 Rnd (5-5-5),1,46,110,59,128,0,1,0,0,62.0,26,83,10,15,10,12,42,104,1,1,3,5
2026-08-01,http://ufcstats.com/fight-details/fbd99ae7e1ff993a,http://ufcstats.com/event-details/1a50e734bb54861a,L,Ludovit Klein,Tofiq Musayev,Lightweight,KO/TKO,2,4:07,547.0,http://ufcstats.com/fighter-details/5b86d491d63890c5,http://ufcstats.com/fighter-details/ae81a3ac7b260411,6,7,3 Rnd (5-5-5),0,46,87,47,88,0,1,0,0,0.0,24,61,17,21,5,5,44,85,2,2,0,0
