timing,staking,record_id,market_key,event_id,event_date,category,selection,target_book,offered_moneyline,published_at_utc,settled_at_utc,status,stake,profit,sizing_probability,assessment_timing
first_qualifying,flat_one_percent,61438fb9dfe8d2f3b5c40052f4a396bdf95091da9bfbfd52371263c8fa1cabc9,total:matchup_e61f9a55914091d7622712ef84540890dd4ebb88a4aac498188817c9afcff0b5:Over 2.5 rounds,9d61d8cb1c354867,2026-08-29,Total rounds,Over 2.5 rounds,BetOnline.ag,153,2026-08-29T04:31:48.487351Z,,lost,0.98,-0.98,0.5577351876345258,
first_qualifying,flat_one_percent,5fd40c2b258e5b887ee0f5fa1d2830fb3928df54825b42f2ba7fb6862c5fef4b,total:matchup_3f9998cf552d693a33fb9a4f175d13960075bb7373e376abb8b51a1abb51b356:Under 2.5 rounds,9d61d8cb1c354867,2026-08-29,Total rounds,Under 2.5 rounds,BetAnything,240,2026-08-29T04:31:48.487351Z,,won,0.98,2.352,0.3884051016166957,
first_qualifying,flat_one_percent,00c5bded54e79c16d861df219cf0b957758acca6d357a9fa4e7ed0bd1832c939,moneyline:matchup_fe882adb53c9e40d42c3fb9e530f1c9634fb66cf626222156d002a5014c30b56,9d61d8cb1c354867,2026-08-29,Moneyline,Song Yadong,Bovada,500,2026-08-29T04:31:48.487351Z,,won,0.98,4.9,0.17708939658203426,retrospective_policy_using_only_prepublication_calibration_data
first_qualifying,flat_one_percent,487f166f4ab4147b25d745e1ca553d66e29ab688d6e95a0c1bbe6bb48c71a556,total:matchup_fe882adb53c9e40d42c3fb9e530f1c9634fb66cf626222156d002a5014c30b56:Over 4.5 rounds,9d61d8cb1c354867,2026-08-29,Total rounds,Over 4.5 rounds,BetAnything,-190,2026-08-29T04:31:48.487351Z,,lost,0.98,-0.98,0.7361224529516154,
first_qualifying,robust_bayesian_kelly,30dc1ca97b928526451beb2033f87f045d643f29f501c885265f518ee1dbdbe8,moneyline:matchup_f02d13336e28fd11d4d67ce3b551ef79a82807effcfdfa6987ffff00233b14ae,a0a69dc9914ef6e1,2026-08-22,Moneyline,Jeisla Chaves,Bovada,450,2026-08-21T17:30:20.218293Z,2026-08-25T00:13:05.000000Z,lost,0,0,0.13288829619831904,retrospective_policy_using_only_prepublication_calibration_data
first_qualifying,robust_bayesian_kelly,359c8bfcf414a032b5e773b1e19abe335bca6b71f84842bab37d209c1c05b425,moneyline:matchup_fed9bd92cf25bf722674809712169440431c7630ef62bc2874998709ca4801e9,a0a69dc9914ef6e1,2026-08-22,Moneyline,Terrance Chatman,BetMGM,750,2026-08-21T17:30:20.218293Z,2026-08-25T00:13:05.000000Z,lost,0,0,0.07337738044856817,retrospective_policy_using_only_prepublication_calibration_data
first_qualifying,robust_bayesian_kelly,0fcc1cd532645f1c631e9caa974103672e7925816e71546bfbde068d8960c84e,moneyline:matchup_d9b7e67887f117b7d52f7ddf124e1aec94ae0954605b34bceb2737065151e087,9d61d8cb1c354867,2026-08-29,Moneyline,Kevin Borjas,FanDuel,640,2026-08-29T04:31:48.487351Z,,lost,0,0,0.09244562469531845,retrospective_policy_using_only_prepublication_calibration_data
first_qualifying,robust_bayesian_kelly,00c5bded54e79c16d861df219cf0b957758acca6d357a9fa4e7ed0bd1832c939,moneyline:matchup_fe882adb53c9e40d42c3fb9e530f1c9634fb66cf626222156d002a5014c30b56,9d61d8cb1c354867,2026-08-29,Moneyline,Song Yadong,Bovada,500,2026-08-29T04:31:48.487351Z,,won,0,0,0.11709945675784009,retrospective_policy_using_only_prepublication_calibration_data
first_qualifying,half_kelly_model_blend,30dc1ca97b928526451beb2033f87f045d643f29f501c885265f518ee1dbdbe8,moneyline:matchup_f02d13336e28fd11d4d67ce3b551ef79a82807effcfdfa6987ffff00233b14ae,a0a69dc9914ef6e1,2026-08-22,Moneyline,Jeisla Chaves,Bovada,450,2026-08-21T17:30:20.218293Z,2026-08-25T00:13:05.000000Z,lost,4.049481931408162,-4.049481931408162,0.24808243160486082,retrospective_policy_using_only_prepublication_calibration_data
first_qualifying,half_kelly_model_blend,359c8bfcf414a032b5e773b1e19abe335bca6b71f84842bab37d209c1c05b425,moneyline:matchup_fed9bd92cf25bf722674809712169440431c7630ef62bc2874998709ca4801e9,a0a69dc9914ef6e1,2026-08-22,Moneyline,Terrance Chatman,BetMGM,750,2026-08-21T17:30:20.218293Z,2026-08-25T00:13:05.000000Z,lost,8.975636883924668,-8.975636883924668,0.2760406508927883,retrospective_policy_using_only_prepublication_calibration_data
first_qualifying,half_kelly_model_blend,0fcc1cd532645f1c631e9caa974103672e7925816e71546bfbde068d8960c84e,moneyline:matchup_d9b7e67887f117b7d52f7ddf124e1aec94ae0954605b34bceb2737065151e087,9d61d8cb1c354867,2026-08-29,Moneyline,Kevin Borjas,FanDuel,640,2026-08-29T04:31:48.487351Z,,lost,2.544861623745043,-2.544861623745043,0.18574656166061443,retrospective_policy_using_only_prepublication_calibration_data
first_qualifying,half_kelly_model_blend,00c5bded54e79c16d861df219cf0b957758acca6d357a9fa4e7ed0bd1832c939,moneyline:matchup_fe882adb53c9e40d42c3fb9e530f1c9634fb66cf626222156d002a5014c30b56,9d61d8cb1c354867,2026-08-29,Moneyline,Song Yadong,Bovada,500,2026-08-29T04:31:48.487351Z,,won,2.897057373728774,14.48528686864387,0.2221818785352841,retrospective_policy_using_only_prepublication_calibration_data
first_qualifying,half_kelly_sim_blend,b8081d749a89d206427d07ee44e5453635104f4bcfef2fabbf71232398f7aef5,total:matchup_389c1ce1797683bddb624227d64640e8a62ab358736501837929bd80cfa4e3fa:Under 2.5 rounds,9d61d8cb1c354867,2026-08-29,Total rounds,Under 2.5 rounds,BetUS,166,2026-08-29T04:31:48.487351Z,,lost,6.991740671637527,-6.991740671637527,0.4632051843226939,
first_qualifying,half_kelly_sim_blend,12d9bfba272cbc0ab91affb97cb635c13170444cd99c208ee8f5f8036f494c2a,total:matchup_e61f9a55914091d7622712ef84540890dd4ebb88a4aac498188817c9afcff0b5:Over 1.5 rounds,9d61d8cb1c354867,2026-08-29,Total rounds,Over 1.5 rounds,BetAnything,-125,2026-08-29T04:31:48.487351Z,,lost,11.398388109010698,-11.398388109010698,0.656874560968984,
first_qualifying,half_kelly_sim_blend,61438fb9dfe8d2f3b5c40052f4a396bdf95091da9bfbfd52371263c8fa1cabc9,total:matchup_e61f9a55914091d7622712ef84540890dd4ebb88a4aac498188817c9afcff0b5:Over 2.5 rounds,9d61d8cb1c354867,2026-08-29,Total rounds,Over 2.5 rounds,BetOnline.ag,153,2026-08-29T04:31:48.487351Z,,lost,9.393723752651184,-9.393723752651184,0.5088727062573621,
first_qualifying,half_kelly_sim_blend,00c5bded54e79c16d861df219cf0b957758acca6d357a9fa4e7ed0bd1832c939,moneyline:matchup_fe882adb53c9e40d42c3fb9e530f1c9634fb66cf626222156d002a5014c30b56,9d61d8cb1c354867,2026-08-29,Moneyline,Song Yadong,Bovada,500,2026-08-29T04:31:48.487351Z,,won,10.010581553438492,50.05290776719246,0.33350969255730817,retrospective_policy_using_only_prepublication_calibration_data
first_qualifying,half_kelly_sim_blend,487f166f4ab4147b25d745e1ca553d66e29ab688d6e95a0c1bbe6bb48c71a556,total:matchup_fe882adb53c9e40d42c3fb9e530f1c9634fb66cf626222156d002a5014c30b56:Over 4.5 rounds,9d61d8cb1c354867,2026-08-29,Total rounds,Over 4.5 rounds,BetAnything,-190,2026-08-29T04:31:48.487351Z,,lost,0,0,0.5786239125150946,
first_qualifying,half_kelly_model_sim_blend,00c5bded54e79c16d861df219cf0b957758acca6d357a9fa4e7ed0bd1832c939,moneyline:matchup_fe882adb53c9e40d42c3fb9e530f1c9634fb66cf626222156d002a5014c30b56,9d61d8cb1c354867,2026-08-29,Moneyline,Song Yadong,Bovada,500,2026-08-29T04:31:48.487351Z,,won,8.796716545281196,43.983582726405984,0.3132786090880199,retrospective_policy_using_only_prepublication_calibration_data
