timing,market,staking,payout_reduction,selected_records,shown_settled_records,funded_settled_bets,pending_records,unsupported_records,funded_wins,funded_losses,settled_events,initial_bankroll,ending_bankroll,bankroll_growth,risk_units,profit_units,roi,maximum_drawdown_fraction
official_t24,Total rounds,half_kelly,0,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,half_kelly,0.02,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,half_kelly,0.05,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,third_kelly,0,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,third_kelly,0.02,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,third_kelly,0.05,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,flat_one_percent,0,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,flat_one_percent,0.02,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,flat_one_percent,0.05,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,robust_bayesian_kelly,0,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,robust_bayesian_kelly,0.02,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,robust_bayesian_kelly,0.05,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,half_kelly_model_blend,0,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,half_kelly_model_blend,0.02,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,half_kelly_model_blend,0.05,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,half_kelly_sim_blend,0,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,half_kelly_sim_blend,0.02,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,half_kelly_sim_blend,0.05,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,half_kelly_model_sim_blend,0,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
official_t24,Total rounds,half_kelly_model_sim_blend,0.02,0,0,0,0,0,0,0,0,100,100,0,0,0,,0
