surface,matchup_id,selection,book,moneyline,estimated_probability,estimated_expected_return,observed_at_utc,comparison_only,on_qualified_board,price_contract_complete,settlement_status,paper_action
current_moneyline_signal,matchup_5ba9978871b848d5b7445f82c33ad8b233afd688c6347983e72b3aec7be3e696,Pavel Andrusca,BetOnline.ag,247,0.2809269952268647,-0.02518332656277944,2026-09-04T17:26:56.686757Z,False,False,,,pass
current_moneyline_signal,matchup_86b2eb61db67ca8fa121533f6e961a913c37fc9cd4cd9b044b5534cfa1159816,Punahele Soriano,BetMGM,200,0.3256603563813688,-0.023018930855893682,2026-09-04T17:26:56.686757Z,False,False,,,pass
current_moneyline_signal,matchup_a98b162dd2ff1d5415a572a5a20b0f37599fc71cd28b0ac30b961720373d1199,Modestas Bukauskas,BetOnline.ag,208,0.32972248424675477,0.01554525148000474,2026-09-04T17:26:56.686757Z,False,False,,,pass
current_moneyline_signal,matchup_c4fdd2478b8f9bfba7f679889348ae3848153f5d11360f550d52e07349e29e17,Ryan Spann,BetOnline.ag,284,0.2651805101465563,0.018293158962776168,2026-09-04T17:26:56.686757Z,False,False,,,pass
current_moneyline_signal,matchup_c6f99d827d99147ec40154996f5cd9c439402f8c1fe7b0c6d927bd3c81990c61,Sofia Montenegro,FanDuel,128,0.43560997530436163,-0.0068092563060553335,2026-09-04T17:26:56.686757Z,False,False,,,pass
current_moneyline_signal,matchup_cf3205b162a0dde589038b55f4225ba43c70eea4bcc574f1ed3694825204d030,Trevor Peek,DraftKings,320,0.2374610406217271,-0.0026636293887459805,2026-09-04T17:26:56.686757Z,False,False,,,pass
current_moneyline_signal,matchup_e77fa0e4f3862227418eef40fbbb1a99437034414985a81107bee615f9da08ca,Felipe Lima,FanDuel,-192,0.6436706278220856,-0.021084253520578078,2026-09-04T17:26:56.686757Z,False,False,,,pass
current_moneyline_signal,matchup_efceb8a2cf0faca403b487b7f86a45ed53496d69cfb44431d1fce10df1751431,Muhammad Naimov,FanDuel,310,0.24741127526739493,0.014386228596319217,2026-09-04T17:26:56.686757Z,False,False,,,pass
current_total_comparison,matchup_0dc64302fb9aa1e8a2fefa3fcd256374a63542df95f08a12b53d18c5af710d5b,Over 2.5 rounds,Bovada,120,0.8429376274832738,0.8544627804632026,2026-09-04T17:26:56.686757Z,True,True,,,
current_total_comparison,matchup_0dc64302fb9aa1e8a2fefa3fcd256374a63542df95f08a12b53d18c5af710d5b,Over 3.5 rounds,BetOnline.ag,212,0.7790103490210136,1.4305122889455624,2026-09-04T17:26:56.686757Z,True,True,,,
current_total_comparison,matchup_1fce52baf78bc8d3d8b338f10139cc7aeb18fe188c5bae17140a9dcc62f262e6,Under 2.5 rounds,BetUS,186,0.43038227299969145,0.23089330077911763,2026-09-04T17:26:56.686757Z,True,True,,,
current_total_comparison,matchup_28fea7b40a742271baa73e0e4459f1d5777e4498f310623c111e7397e38f7183,Over 1.5 rounds,Bovada,115,0.6826153456050497,0.46762299305085686,2026-09-04T17:26:56.686757Z,True,True,,,
current_total_comparison,matchup_4b14d6546c8101cf4e7844a682d653e6a80eb09ed63c589aec54a33e149df254,Over 1.5 rounds,BetOnline.ag,-205,0.7008097724374533,0.042668198016698966,2026-09-04T17:26:56.686757Z,True,False,,,
current_total_comparison,matchup_4b14d6546c8101cf4e7844a682d653e6a80eb09ed63c589aec54a33e149df254,Over 2.5 rounds,Bovada,-115,0.5581591831782831,0.04351499463765962,2026-09-04T17:26:56.686757Z,True,False,,,
current_total_comparison,matchup_59d3204bd6591089d45ebe3e85e99fc60ec6d3301eb3884ceb1d0451d9599614,Under 2.5 rounds,BetOnline.ag,189,0.39214956654142863,0.1333122473047288,2026-09-04T17:26:56.686757Z,True,True,,,
current_total_comparison,matchup_5ba9978871b848d5b7445f82c33ad8b233afd688c6347983e72b3aec7be3e696,Under 2.5 rounds,BetOnline.ag,145,0.5678962666990528,0.39134585341267925,2026-09-04T17:26:56.686757Z,True,True,,,
current_total_comparison,matchup_86b2eb61db67ca8fa121533f6e961a913c37fc9cd4cd9b044b5534cfa1159816,Under 1.5 rounds,BetUS,142,0.42188707934691083,0.020966732019524148,2026-09-04T17:26:56.686757Z,True,False,,,
current_total_comparison,matchup_86b2eb61db67ca8fa121533f6e961a913c37fc9cd4cd9b044b5534cfa1159816,Under 2.5 rounds,Bovada,-155,0.5896374731468376,-0.029951253855202586,2026-09-04T17:26:56.686757Z,True,False,,,
current_total_comparison,matchup_a98b162dd2ff1d5415a572a5a20b0f37599fc71cd28b0ac30b961720373d1199,Under 2.5 rounds,Bovada,125,0.47107138907760415,0.05991062542460934,2026-09-04T17:26:56.686757Z,True,True,,,
current_total_comparison,matchup_c4fdd2478b8f9bfba7f679889348ae3848153f5d11360f550d52e07349e29e17,Over 1.5 rounds,BetOnline.ag,110,0.6160673917764953,0.29374152273064014,2026-09-04T17:26:56.686757Z,True,True,,,
current_total_comparison,matchup_c6f99d827d99147ec40154996f5cd9c439402f8c1fe7b0c6d927bd3c81990c61,Under 2.5 rounds,BetUS,202,0.44184081682171694,0.3343592668015851,2026-09-04T17:26:56.686757Z,True,True,,,
current_total_comparison,matchup_cf3205b162a0dde589038b55f4225ba43c70eea4bcc574f1ed3694825204d030,Over 1.5 rounds,BetAnything,-170,0.7524024830566337,0.1949921789723006,2026-09-04T17:26:56.686757Z,True,True,,,
current_total_comparison,matchup_cf3205b162a0dde589038b55f4225ba43c70eea4bcc574f1ed3694825204d030,Over 2.5 rounds,Bovada,120,0.6275644867603729,0.38064187087282053,2026-09-04T17:26:56.686757Z,True,True,,,
current_total_comparison,matchup_e77fa0e4f3862227418eef40fbbb1a99437034414985a81107bee615f9da08ca,Under 2.5 rounds,BetOnline.ag,157,0.39879550851433654,0.02490445688184484,2026-09-04T17:26:56.686757Z,True,False,,,
current_total_comparison,matchup_efceb8a2cf0faca403b487b7f86a45ed53496d69cfb44431d1fce10df1751431,Over 2.5 rounds,BetUS,110,0.46274943931760065,-0.02822617743303857,2026-09-04T17:26:56.686757Z,True,False,,,
