schema_version,quote_id,capture_id,matchup_id,fight_id,event_id,fighter_id,opponent_id,fighter_name,opponent_name,event_date,timing_precision,event_start_utc,observed_at_utc,quote_first_seen_at_utc,source,source_event_id,source_book_key,source_quote_updated_at_utc,source_commence_time_utc,source_quote_age_seconds,book,market,period,line,over_moneyline,under_moneyline,over_implied_probability,under_implied_probability,overround,no_vig_over_probability,source_payload_sha256
1,2cc3a980c519879d9fd46b8465b53227883440e4c7ca17bd6b747905a22309f4,capture_20260825T011006049286Z_32796383860_1_8a58232ef6eb,matchup_c4951970b3f56e47b53fbee8e9543eaacb50773c034c68932a2ef149e0c1cd18,,9d61d8cb1c354867,b1f21ce050035d58,e1f8beeb6d2d871a,Andre Lima,Namsrai Batbayar,2026-08-29,timestamp,2026-08-29T10:00:00.000000Z,2026-08-25T01:10:06.423296Z,2026-08-25T01:10:06.423296Z,the-odds-api.com,d5e6a2e19cb6c6f21ec09652e04107ac,betus,2026-08-25T01:09:57.000000Z,2026-08-29T10:00:00.000000Z,9.423296,BetUS,total_rounds,full_fight,2.5,134,-160,0.42735042735042733,0.6153846153846154,1.0427350427350428,0.40983606557377045,af4ea2b8fa67e600ca29ab2073eb061849bccfb71cfedd4beeb648e724c4e787
1,2f8bf1a367c8aaa513429e26c58e0d4e0eaea09afc1d747e6c69dadb282f94ff,capture_20260825T011006049286Z_32796383860_1_8a58232ef6eb,matchup_389c1ce1797683bddb624227d64640e8a62ab358736501837929bd80cfa4e3fa,,9d61d8cb1c354867,4682bc59d5f55145,a9da3158dd2c2b5a,Sean Woodson,Jack Jenkins,2026-08-29,timestamp,2026-08-29T10:00:00.000000Z,2026-08-25T01:10:06.423296Z,2026-08-25T01:10:06.423296Z,the-odds-api.com,27e0e85538acefc40d052b90b4de7f98,betonlineag,2026-08-25T01:09:36.000000Z,2026-08-29T10:00:00.000000Z,30.423296,BetOnline.ag,total_rounds,full_fight,2.5,-180,157,0.6428571428571429,0.38910505836575876,1.0319622012229017,0.6229464045246431,af4ea2b8fa67e600ca29ab2073eb061849bccfb71cfedd4beeb648e724c4e787
1,36cf67d39713200d1bef71f8ce8b7916b6e859e153924555c806a1845f831bb9,capture_20260825T011006049286Z_32796383860_1_8a58232ef6eb,matchup_e61f9a55914091d7622712ef84540890dd4ebb88a4aac498188817c9afcff0b5,,9d61d8cb1c354867,7d420039bbfe7c1a,d33da8a3d82bdb62,Aoriqileng,Kai Asakura,2026-08-29,timestamp,2026-08-29T10:00:00.000000Z,2026-08-25T01:10:06.423296Z,2026-08-25T01:10:06.423296Z,the-odds-api.com,913e13aa5eca23874d07e062dcd44484,betus,2026-08-25T01:09:57.000000Z,2026-08-29T10:00:00.000000Z,9.423296,BetUS,total_rounds,full_fight,2.5,166,-200,0.37593984962406013,0.6666666666666666,1.0426065162907268,0.3605769230769231,af4ea2b8fa67e600ca29ab2073eb061849bccfb71cfedd4beeb648e724c4e787
1,395349119ff288cb368fd264f6ea83baf25a7b64eb46f9bd470d79d5682c8e52,capture_20260825T011006049286Z_32796383860_1_8a58232ef6eb,matchup_f593d6bfd53b8a1bd4b33f94a3d784a98c2c53d4161a5587ec7eb6917b243c99,,9d61d8cb1c354867,86bace9e4ad85542,874cfc98877daecd,Xiao Long,Francesco Nuzzi,2026-08-29,timestamp,2026-08-29T10:00:00.000000Z,2026-08-25T01:10:06.423296Z,2026-08-25T01:10:06.423296Z,the-odds-api.com,929a13c0f4a7f5db02a36b8bb3763ba1,draftkings,2026-08-25T01:08:42.000000Z,2026-08-29T10:00:00.000000Z,84.423296,DraftKings,total_rounds,full_fight,2.5,-140,110,0.5833333333333334,0.47619047619047616,1.0595238095238095,0.550561797752809,af4ea2b8fa67e600ca29ab2073eb061849bccfb71cfedd4beeb648e724c4e787
1,39a501946f52c3807bfe3d428cdbd490d72586b0ab0bb9141a218dfb8150494f,capture_20260825T011006049286Z_32796383860_1_8a58232ef6eb,matchup_3f9998cf552d693a33fb9a4f175d13960075bb7373e376abb8b51a1abb51b356,,9d61d8cb1c354867,c41d426cc7326d1b,cffb87059e645bd1,Yan Xiaonan,Denise Gomes,2026-08-29,timestamp,2026-08-29T10:00:00.000000Z,2026-08-25T01:10:06.423296Z,2026-08-25T01:10:06.423296Z,the-odds-api.com,ed0aac84833d231a21c19eb73f0ff9fb,betonlineag,2026-08-25T01:09:36.000000Z,2026-08-29T10:00:00.000000Z,30.423296,BetOnline.ag,total_rounds,full_fight,2.5,-285,234,0.7402597402597403,0.2994011976047904,1.0396609378645307,0.7120203455755852,af4ea2b8fa67e600ca29ab2073eb061849bccfb71cfedd4beeb648e724c4e787
1,3c6315c7dc6f5028ca0753daa56db9c81d50d9dbcbdb461777e6dc75e45b1e01,capture_20260825T011006049286Z_32796383860_1_8a58232ef6eb,matchup_2e7ecfa4cf636c685bb4b274cad9c799cdb45c485fc9463c9f057b014ede92e2,,9d61d8cb1c354867,9ac4e43ed56429ed,a9936818d709e2d7,Levi Rodrigues Jr.,Liu Ce,2026-08-29,timestamp,2026-08-29T10:00:00.000000Z,2026-08-25T01:10:06.423296Z,2026-08-25T01:10:06.423296Z,the-odds-api.com,8efe763cfd08b280b54f56d7e2e6604f,betus,2026-08-25T01:09:57.000000Z,2026-08-29T10:00:00.000000Z,9.423296,BetUS,total_rounds,full_fight,1.5,154,-185,0.3937007874015748,0.6491228070175439,1.0428235944191186,0.3775334481388264,af4ea2b8fa67e600ca29ab2073eb061849bccfb71cfedd4beeb648e724c4e787
1,3ddf6649a68dd6f5a29f10d1b5f9b399ef4db33d36e573e9fe9cec4bb0055a69,capture_20260825T011006049286Z_32796383860_1_8a58232ef6eb,matchup_c4951970b3f56e47b53fbee8e9543eaacb50773c034c68932a2ef149e0c1cd18,,9d61d8cb1c354867,b1f21ce050035d58,e1f8beeb6d2d871a,Andre Lima,Namsrai Batbayar,2026-08-29,timestamp,2026-08-29T10:00:00.000000Z,2026-08-25T01:10:06.423296Z,2026-08-25T01:10:06.423296Z,the-odds-api.com,d5e6a2e19cb6c6f21ec09652e04107ac,draftkings,2026-08-25T01:08:42.000000Z,2026-08-29T10:00:00.000000Z,84.423296,DraftKings,total_rounds,full_fight,2.5,130,-166,0.43478260869565216,0.6240601503759399,1.058842759071592,0.4106205619018215,af4ea2b8fa67e600ca29ab2073eb061849bccfb71cfedd4beeb648e724c4e787
1,481058b80843ab56cab73b0f56111fbf25b1a56986812dcefc25c6ceee102cdd,capture_20260825T011006049286Z_32796383860_1_8a58232ef6eb,matchup_2e7ecfa4cf636c685bb4b274cad9c799cdb45c485fc9463c9f057b014ede92e2,,9d61d8cb1c354867,9ac4e43ed56429ed,a9936818d709e2d7,Levi Rodrigues Jr.,Liu Ce,2026-08-29,timestamp,2026-08-29T10:00:00.000000Z,2026-08-25T01:10:06.423296Z,2026-08-25T01:10:06.423296Z,the-odds-api.com,8efe763cfd08b280b54f56d7e2e6604f,bovada,2026-08-25T01:07:32.000000Z,2026-08-29T10:00:00.000000Z,154.423296,Bovada,total_rounds,full_fight,1.5,140,-185,0.4166666666666667,0.6491228070175439,1.0657894736842106,0.39094650205761317,af4ea2b8fa67e600ca29ab2073eb061849bccfb71cfedd4beeb648e724c4e787
1,486969e451f68a9888cf423b3a8f6e63cf5cb4f6573cacd39db2565c3c24cbcb,capture_20260825T011006049286Z_32796383860_1_8a58232ef6eb,matchup_389c1ce1797683bddb624227d64640e8a62ab358736501837929bd80cfa4e3fa,,9d61d8cb1c354867,4682bc59d5f55145,a9da3158dd2c2b5a,Sean Woodson,Jack Jenkins,2026-08-29,timestamp,2026-08-29T10:00:00.000000Z,2026-08-25T01:10:06.423296Z,2026-08-25T01:10:06.423296Z,the-odds-api.com,27e0e85538acefc40d052b90b4de7f98,draftkings,2026-08-25T01:08:42.000000Z,2026-08-29T10:00:00.000000Z,84.423296,DraftKings,total_rounds,full_fight,2.5,-188,145,0.6527777777777778,0.40816326530612246,1.0609410430839001,0.6152818594710127,af4ea2b8fa67e600ca29ab2073eb061849bccfb71cfedd4beeb648e724c4e787
1,49b7f3865ebd6754b4a4a4d2ab5d3f75908b1b2b7cb760eefa98b270b253e3d5,capture_20260825T011006049286Z_32796383860_1_8a58232ef6eb,matchup_3f9998cf552d693a33fb9a4f175d13960075bb7373e376abb8b51a1abb51b356,,9d61d8cb1c354867,c41d426cc7326d1b,cffb87059e645bd1,Yan Xiaonan,Denise Gomes,2026-08-29,timestamp,2026-08-29T10:00:00.000000Z,2026-08-25T01:10:06.423296Z,2026-08-25T01:10:06.423296Z,the-odds-api.com,ed0aac84833d231a21c19eb73f0ff9fb,draftkings,2026-08-25T01:08:42.000000Z,2026-08-29T10:00:00.000000Z,84.423296,DraftKings,total_rounds,full_fight,2.5,-298,220,0.7487437185929648,0.3125,1.0612437185929648,0.7055341817105653,af4ea2b8fa67e600ca29ab2073eb061849bccfb71cfedd4beeb648e724c4e787
