schema_version,decision_id,betting_status,paper_only,policy_version,capture_id,matchup_id,fight_id,event_id,fighter_id,opponent_id,fighter_name,opponent_name,event_date,timing_precision,event_start_utc,decision_issued_at_utc,market_as_of_utc,reference_quote_id,forecast_capture_id,line,target_book,target_book_key,target_source_quote_age_seconds,maximum_source_quote_age_seconds,consensus_id,consensus_book_count,consensus_book_keys,market_over_probability,model_over_probability,residual_over_probability,selected_residual_weight,residual_selection_status,residual_training_scored_lines,residual_training_settled_events,residual_training_dataset_sha256,over_reference_moneyline,under_reference_moneyline,over_break_even_probability,under_break_even_probability,model_over_expected_return,model_under_expected_return,residual_over_expected_return,residual_under_expected_return,minimum_expected_return,paper_action,action_probability,action_reference_moneyline,hypothetical_risk_units
1,bdd8934aa66a6d5d036452df913daef1d2682169ccfc6afd9e9c983c1664cf87,disabled_paper_only_no_execution,True,prospective-total-round-residual-v1,capture_20260904T172656316630Z_33900328517_1_edfac4e1ad8c,matchup_28fea7b40a742271baa73e0e4459f1d5777e4498f310623c111e7397e38f7183,,2144954270be834d,33a86e839ad202d8,ec322adbabbfa6e7,Luis Felipe Dias,Matthieu Duclos,2026-09-05,timestamp,2026-09-05T16:10:00.000000Z,2026-09-04T17:26:56.686757Z,2026-09-04T17:26:56.686757Z,f69ea13aa1f88484ce5b10ac029cdd3159e3413b831957076200764103651388,65c4cc8d8cdacb376d245da3a813eb548125213fde18f6dac1eb22b1462e0924,1.5,Bovada,bovada,189.686757,1800.0,a53943da4f4d4a6e954eaca6ddbd2de8282f26f03d364c2edde66404bbd9ff67,3,betanysports;betonlineag;betus,0.452053476964509,0.6826153456050497,0.452053476964509,0.0,market_only_insufficient_history,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,115,-150,0.46511627906976744,0.6,0.46762299305085686,-0.4710255760084161,-0.02808502452630568,-0.0867557949408484,0.05,pass,,,0.0
1,c6674d297288da58c824ffa2c15a69ac9f5e8d8cef2f523b9d1ea1cf3eac54aa,disabled_paper_only_no_execution,True,prospective-total-round-residual-v1,capture_20260904T172656316630Z_33900328517_1_edfac4e1ad8c,matchup_a98b162dd2ff1d5415a572a5a20b0f37599fc71cd28b0ac30b961720373d1199,,2144954270be834d,46e2011d92463b7e,476fe566d2df676e,Oumar Sy,Modestas Bukauskas,2026-09-05,timestamp,2026-09-05T16:10:00.000000Z,2026-09-04T17:26:56.686757Z,2026-09-04T17:26:56.686757Z,e444d0775adf2916925e0d04c36e3af4eee421a17d5761a85b66108822d7bfd2,3f25d509836238fb27c9119c4f78326b311acab530a3ce095f96de31db89518a,2.5,BetAnything,betanysports,39.686757,1800.0,69f637bc64156be26e4ca105083383151efdbdd4f8a3ef0d42548b2f0efced21,4,betonlineag;betus;bovada;draftkings,0.5747923626319487,0.5289286109223958,0.5747923626319487,0.0,market_only_insufficient_history,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,-145,115,0.5918367346938775,0.46511627906976744,-0.10629303671733115,0.012803486516848928,-0.02879911141498326,-0.08580357965868957,0.05,pass,,,0.0
1,e20cfdb4f35d98d46c3e12cd4cc75d5d2974fb9990b76ef379e30769768dc7d6,disabled_paper_only_no_execution,True,prospective-total-round-residual-v1,capture_20260904T172656316630Z_33900328517_1_edfac4e1ad8c,matchup_4b14d6546c8101cf4e7844a682d653e6a80eb09ed63c589aec54a33e149df254,,2144954270be834d,22e3458965d5d08a,9911989cf48b195d,Michael Aljarouj,Fabia Sintes,2026-09-05,timestamp,2026-09-05T16:10:00.000000Z,2026-09-04T17:26:56.686757Z,2026-09-04T17:26:56.686757Z,53e820a702e0d108188e6d204c87aaea4095173c0c2d7b04f18f9a476615e0f2,67e9587caee3afb0d0ff9a2ec9a7aa37e08b23328af56e77613c64447c6335b3,1.5,BetAnything,betanysports,39.686757,1800.0,82b6293207d4972cce60a5ae2d2e92d7a451c881af9d3b0e72f0cd6e58b2083f,3,betonlineag;betus;draftkings,0.644729178800233,0.7008097724374533,0.644729178800233,0.0,market_only_insufficient_history,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,-215,180,0.6825396825396826,0.35714285714285715,0.026767806129292193,-0.16226736282486942,-0.05539678454849595,-0.005241700640652325,0.05,pass,,,0.0
1,02236710c93d5ad6dd99edb20331849ef1672289fe0fd3eec2719a77e89e18c9,disabled_paper_only_no_execution,True,prospective-total-round-residual-v1,capture_20260918T232830347226Z_35405613816_1_71cb2a01e5ef,matchup_476907300c352a3007df1648d5891307dad34b5ffaf7f0940510328bb5dda3c1,,8a0a35e7c74bebcc,1c23ec2f1b71be40,a495f599e787614f,Iwo Baraniewski,Alonzo Menifield,2026-09-19,timestamp,2026-09-19T21:45:00.000000Z,2026-09-18T23:28:30.715570Z,2026-09-18T23:28:30.715570Z,eace4417ae3080df626d5b25004227cc116e99f682d66932369037df848e0024,d482fa3d800e89b47396a302d8be0d3b93cf163c2fbc58baaac542be761df3a3,1.5,BetOnline.ag,betonlineag,290.71557,1800.0,8cbfb23b2f0b33857930a712560ecb772f2f01660270e2bec4d346f569d5e03a,3,betanysports;bovada;draftkings,0.3306973400431344,0.5637280537113999,0.3306973400431344,0.0,market_only_insufficient_history,13,1,1f40345b128e164b1ac8725ba5058c51b9c700eddf7b640cffc01fe2752bb84d,205,-246,0.32786885245901637,0.7109826589595376,0.7193705638197698,-0.3863817340818877,0.008626887131560013,-0.05862308802814831,0.05,pass,,,0.0
1,253ca34dc23d86321fb1c0a20baebdccda0f4eef66fc24d2ca37aca9e3a085ba,disabled_paper_only_no_execution,True,prospective-total-round-residual-v1,capture_20260918T232830347226Z_35405613816_1_71cb2a01e5ef,matchup_6e355a8ad7d197cbe29ce642d75d50d2a8e45844e42d87852e64e4bf6ec40b9c,,8a0a35e7c74bebcc,17e97649403ba428,a0f0004aadf10b71,Joshua Van,Alexandre Pantoja,2026-09-19,timestamp,2026-09-19T21:45:00.000000Z,2026-09-18T23:28:30.715570Z,2026-09-18T23:28:30.715570Z,29d0370a3c7e88683eff843ecd00936eafe397a1d331273cfa1aca0f38c8eb3e,ec25fefeaadee3089453da5244a711f2d9a3a4b54ed8510742576f7c2726342b,4.5,BetOnline.ag,betonlineag,290.71557,1800.0,dd00cf2def278ec9e17a7ba8ead5874ddfafbdc8e89809afef2bedb55f80130e,2,betanysports;draftkings,0.4078093377067486,0.19188203023656544,0.4078093377067486,0.0,market_only_insufficient_history,13,1,1f40345b128e164b1ac8725ba5058c51b9c700eddf7b640cffc01fe2752bb84d,145,-170,0.40816326530612246,0.6296296296296297,-0.5298890259204148,0.2834814813889841,-0.0008671226184659986,-0.059461889298953796,0.05,pass,,,0.0
1,36d4ca4411db66b66ce976ac9c717c77f4229251ad3d7693a0c2695f0b9e15e9,disabled_paper_only_no_execution,True,prospective-total-round-residual-v1,capture_20260918T232830347226Z_35405613816_1_71cb2a01e5ef,matchup_41ba239087a241674fcd8f74181fb92a25ca542b10d45301b7c21c7489209f99,,8a0a35e7c74bebcc,140567899d98978a,c62fbc117d57b943,Robelis Despaigne,Tai Tuivasa,2026-09-19,timestamp,2026-09-19T21:45:00.000000Z,2026-09-18T23:28:30.715570Z,2026-09-18T23:28:30.715570Z,43ff2c2d616d36c3b07d24669daef1ded551ed09c86cea393ab09b23db3c1f32,496b10b07ea240c38f563e470a6b89ac62236f6f67ee4d45ad418ef713130539,1.5,BetOnline.ag,betonlineag,290.71557,1800.0,59ea01e21e561641b46d99a313d1b0b35238d76125995411defd7770c6557762,2,betanysports;draftkings,0.31895172609591615,0.7080447776845138,0.31895172609591615,0.0,market_only_insufficient_history,13,1,1f40345b128e164b1ac8725ba5058c51b9c700eddf7b640cffc01fe2752bb84d,220,-265,0.3125,0.726027397260274,1.265743288590444,-0.5978729956786699,0.020645523506931607,-0.06195237745286564,0.05,pass,,,0.0
1,46ecb1cbda0457b06c7c780b6c99b5b18b9e87e53c7977df7b255982d93b8484,disabled_paper_only_no_execution,True,prospective-total-round-residual-v1,capture_20260918T232830347226Z_35405613816_1_71cb2a01e5ef,matchup_24d2abb788a1cd512c495fdc548d6e73ba97540b84f658b9ddefdfce49e378d6,,8a0a35e7c74bebcc,0f3a990526c5e706,f7e856a73c96048e,Sean Sharaf,Gable Steveson,2026-09-19,timestamp,2026-09-19T21:45:00.000000Z,2026-09-18T23:28:30.715570Z,2026-09-18T23:28:30.715570Z,a7e4bcddda25c753d4560e3bf2e3531e6ca350edceb8804252e69234d1115245,4f22ff8d0c1325d8364d6fbc14cdeee76455f1ccdbe390b179be598ed74473a0,1.5,BetOnline.ag,betonlineag,290.71557,1800.0,355e3c370893153d7b29f57af00d168725e412bc6c55c53d31236ba8f87354f2,2,betanysports;draftkings,0.20829597067152694,0.5501256549888488,0.20829597067152697,0.0,market_only_insufficient_history,13,1,1f40345b128e164b1ac8725ba5058c51b9c700eddf7b640cffc01fe2752bb84d,420,-550,0.19230769230769232,0.8461538461538461,1.8606534059420134,-0.4683303195322759,0.08313904749194023,-0.06434978352089549,0.05,over,0.20829597067152697,420,1.0
1,63568955a8b3e17695331074e631b2a2303b15eb9ca2ff9f91b2d421b6534c39,disabled_paper_only_no_execution,True,prospective-total-round-residual-v1,capture_20260918T232830347226Z_35405613816_1_71cb2a01e5ef,matchup_8cb639734e70349cede5526c9186ce46910e1a9fe372bc84895459f47f63314c,,8a0a35e7c74bebcc,04835018f90b118c,de594b35c45c2e9a,Casey O'Neill,Eduarda Moura,2026-09-19,timestamp,2026-09-19T21:45:00.000000Z,2026-09-18T23:28:30.715570Z,2026-09-18T23:28:30.715570Z,0325c703b1794eec40b25b8e8ac4d0432ce9d37b5f089232cb2504ddd8b6a955,bd9a627866aa33adf12ceb7176800c2016a4b40a2d93ba56c495334453281a9c,2.5,BetOnline.ag,betonlineag,290.71557,1800.0,b9f0316acabfd546a9d5204f8cbbee259451f694bfb92a800effd84b27151e85,3,betanysports;bovada;draftkings,0.6693026599568656,0.5249376062494039,0.6693026599568656,0.0,market_only_insufficient_history,13,1,1f40345b128e164b1ac8725ba5058c51b9c700eddf7b640cffc01fe2752bb84d,-235,197,0.7014925373134329,0.3367003367003367,-0.25168468896361573,0.41093530943927026,-0.04588769750829813,-0.017828900071890752,0.05,pass,,,0.0
1,7cd29ba5459fa46ac4872d3f00ca56c5736df53fc19302a8d65fdf39ecb1f57e,disabled_paper_only_no_execution,True,prospective-total-round-residual-v1,capture_20260918T232830347226Z_35405613816_1_71cb2a01e5ef,matchup_acd0e6b31a1c8fb3bae358145f988d378eaf334300bf13546996916eed3530b8,,8a0a35e7c74bebcc,1e719d4b676dc19a,4144798612ef96e5,Brunno Ferreira,Edmen Shahbazyan,2026-09-19,timestamp,2026-09-19T21:45:00.000000Z,2026-09-18T23:28:30.715570Z,2026-09-18T23:28:30.715570Z,06a64cd1522679b5e6b140e9ba6125e96964d390fcd735263b4145abeb270982,ccf32b521757ee36a9ea3ab72f44ba030e080ac1c42c2899d8fa6c45695b9225,1.5,BetOnline.ag,betonlineag,290.71557,1800.0,990bffb7b5140a8f16dd317930f2e82c360e88b2a0c8660f5e9f0557f253f972,3,betanysports;bovada;draftkings,0.5633187772925764,0.6094788038458028,0.5633187772925764,0.0,market_only_insufficient_history,13,1,1f40345b128e164b1ac8725ba5058c51b9c700eddf7b640cffc01fe2752bb84d,-140,120,0.5833333333333334,0.45454545454545453,0.04482080659280463,-0.14085336846076613,-0.03431066749844047,-0.0393013100436681,0.05,pass,,,0.0
1,868ecb0fefd284c0586ee7e9849f9b6381e570bd3f7ab33b1d69ef23f79496e0,disabled_paper_only_no_execution,True,prospective-total-round-residual-v1,capture_20260918T232830347226Z_35405613816_1_71cb2a01e5ef,matchup_c79dcc9635165d1f4a1e239bf9c5b598ecfcf90c75e2f49b00cff1c9260a3fd4,,8a0a35e7c74bebcc,6967153c7edb4d87,e463ce0a2ca474f4,Ozzy Diaz,Ryan Gandra,2026-09-19,timestamp,2026-09-19T21:45:00.000000Z,2026-09-18T23:28:30.715570Z,2026-09-18T23:28:30.715570Z,28059c2a9ae41e2d6bd547ef4e9bf9830eb3ce4a006f80bd495c0dc0e293cec0,40704502a08a729914db969a18e5121258c3998116daefaea6f0db6341c6bc07,1.5,BetOnline.ag,betonlineag,290.71557,1800.0,f80342cfb2a473dacce52ef0ad1875a0a6e85d39153a971419c1da6a13283ffc,3,betanysports;bovada;draftkings,0.32558139534883723,0.5968795093218981,0.32558139534883723,0.0,market_only_insufficient_history,13,1,1f40345b128e164b1ac8725ba5058c51b9c700eddf7b640cffc01fe2752bb84d,205,-245,0.32786885245901637,0.7101449275362319,0.8204825034317895,-0.43234053353491786,-0.006976744186046324,-0.05030849549121985,0.05,pass,,,0.0
